Time [s], O2 [raw], CO2 [ppm], Caliper [deg C], Disk[deg C], Ambient [deg C],
106.0, 0.0, 2701.0, 42.0, 38.950, 40.49, 
107.0, 0.0, 2701.0, 42.0, 38.970, 40.49, 
107.0, 0.0, 2701.0, 42.0, 39.29, 40.80, 
107.0, 0.0, 2701.0, 41.875, 38.990, 40.110, 
108.0, 0.0, 2701.0, 42.0, 38.940, 40.69, 
108.0, 0.0, 2753.0, 42.0, 38.940, 40.70, 
108.0, 0.0, 2805.0, 42.0, 39.10, 40.39, 
109.0, 0.0, 2805.0, 42.0, 39.0, 40.59, 
109.0, 0.0, 2805.0, 42.0, 38.960, 40.69, 
109.0, 0.0, 2805.0, 42.0, 38.850, 40.49, 
110.0, 0.0, 2805.0, 42.0, 38.839, 40.59, 
110.0, 0.0, 2922.0, 42.0, 38.869, 40.59, 
111.0, 0.0, 2922.0, 42.0, 38.919, 40.59, 
111.0, 0.0, 2922.0, 42.0, 38.950, 40.59, 
111.0, 0.0, 2922.0, 42.0, 38.820, 40.59, 
112.0, 0.0, 2922.0, 42.0, 38.910, 40.59, 
112.0, 0.0, 2991.500, 42.0, 38.869, 40.110, 
112.0, 0.0, 3061.0, 42.0, 38.869, 40.49, 
113.0, 0.0, 3061.0, 41.875, 38.949, 40.49, 
113.0, 0.0, 3061.0, 42.0, 38.949, 40.39, 
113.0, 0.0, 3061.0, 42.0, 39.20, 40.69, 
114.0, 0.0, 3061.0, 42.0, 39.29, 40.80, 
114.0, 0.0, 3201.0, 42.0, 38.970, 40.49, 
115.0, 0.0, 3201.0, 42.0, 38.809, 40.59, 
115.0, 0.0, 3201.0, 41.875, 38.770, 40.29, 
115.0, 0.0, 3201.0, 42.0, 38.820, 40.49, 
116.0, 0.0, 3201.0, 41.875, 38.820, 40.49, 
116.0, 0.0, 3256.0, 41.875, 38.850, 40.50, 
116.0, 0.0, 3311.0, 41.875, 38.759, 40.70, 
117.0, 0.0, 3311.0, 41.875, 38.769, 40.50, 
117.0, 0.0, 3311.0, 41.750, 38.820, 40.39, 
118.0, 0.0, 3311.0, 41.750, 38.759, 40.29, 
118.0, 0.0, 3311.0, 41.750, 38.789, 40.49, 
118.0, 0.0, 3416.0, 41.750, 38.770, 40.100, 
119.0, 0.0, 3416.0, 42.0, 38.790, 40.29, 
119.0, 0.0, 3416.0, 41.875, 38.779, 40.39, 
119.0, 0.0, 3416.0, 41.750, 38.779, 40.39, 
120.0, 0.0, 3416.0, 42.0, 38.769, 40.100, 
120.0, 0.0, 3460.0, 41.875, 38.750, 40.70, 
120.0, 0.0, 3504.0, 41.875, 38.779, 40.39, 
121.0, 0.0, 3504.0, 42.0, 38.720, 40.40, 
121.0, 0.0, 3504.0, 41.875, 38.779, 40.70, 
122.0, 0.0, 3504.0, 42.0, 38.770, 40.39, 
122.0, 0.0, 6752.0, 41.875, 38.769, 40.49, 
122.0, 0.0, 3579.0, 42.0, 38.789, 40.39, 
123.0, 0.0, 3579.0, 41.750, 38.759, 40.59, 
123.0, 0.0, 3579.0, 42.0, 38.789, 40.39, 
123.0, 0.0, 3579.0, 41.875, 38.830, 40.59, 
124.0, 0.0, 3579.0, 42.0, 38.770, 40.59, 
124.0, 0.0, 3641.0, 42.0, 38.789, 40.39, 
124.0, 0.0, 3703.0, 41.875, 38.800, 40.50, 
125.0, 0.0, 3703.0, 42.0, 38.779, 40.59, 
125.0, 0.0, 3703.0, 42.0, 38.800, 40.89, 
126.0, 0.0, 3703.0, 42.0, 38.759, 40.39, 
126.0, 0.0, 6851.500, 42.0, 38.729, 40.39, 
127.0, 0.0, 3806.0, 41.875, 38.830, 40.80, 
127.0, 0.0, 3806.0, 42.0, 38.750, 40.49, 
127.0, 0.0, 3806.0, 42.0, 38.759, 40.59, 
128.0, 0.0, 3806.0, 42.0, 38.750, 40.39, 
128.0, 0.0, 3853.500, 42.0, 38.789, 40.80, 
129.0, 0.0, 3901.0, 42.0, 38.800, 40.69, 
129.0, 0.0, 3901.0, 42.0, 38.789, 40.59, 
129.0, 0.0, 3901.0, 41.875, 38.779, 40.59, 
130.0, 0.0, 3901.0, 42.0, 38.750, 40.69, 
130.0, 0.0, 3901.0, 41.750, 38.809, 40.80, 
130.0, 0.0, 3974.0, 41.875, 38.820, 40.50, 
131.0, 0.0, 3974.0, 41.750, 38.779, 40.89, 
131.0, 0.0, 3974.0, 41.750, 38.729, 40.49, 
131.0, 0.0, 3974.0, 41.750, 38.720, 40.59, 
132.0, 0.0, 3974.0, 42.0, 38.720, 40.80, 
132.0, 0.0, 10000.0, 42.0, 38.750, 40.29, 
133.0, 0.0, 4073.0, 41.750, 38.750, 40.49, 
133.0, 0.0, 4073.0, 41.875, 38.670, 40.50, 
133.0, 0.0, 4073.0, 41.875, 38.690, 40.59, 
134.0, 0.0, 4073.0, 41.750, 38.759, 40.100, 
134.0, 0.0, 4121.500, 41.875, 38.739, 40.69, 
135.0, 0.0, 4170.0, 41.875, 38.710, 40.59, 
135.0, 0.0, 4170.0, 42.0, 38.759, 40.59, 
135.0, 0.0, 4170.0, 42.0, 38.750, 40.49, 
136.0, 0.0, 4170.0, 41.875, 38.690, 40.59, 
136.0, 0.0, 4170.0, 41.875, 38.779, 40.29, 
136.0, 0.0, 4283.0, 41.875, 38.720, 40.70, 
137.0, 0.0, 4283.0, 42.0, 38.769, 40.59, 
137.0, 0.0, 4283.0, 42.0, 38.669, 40.69, 
137.0, 0.0, 4283.0, 42.0, 38.729, 40.49, 
138.0, 0.0, 4283.0, 41.750, 38.739, 40.59, 
138.0, 0.0, 7201.0, 41.875, 38.729, 40.49, 
139.0, 0.0, 4402.0, 42.0, 38.779, 40.40, 
139.0, 0.0, 4402.0, 42.0, 38.759, 40.39, 
139.0, 0.0, 4402.0, 41.875, 38.729, 40.69, 
