Time [s], O2 [raw], CO2 [ppm], Caliper [deg C], Disk[deg C], Ambient [deg C],
155.0, 0.0, 4593.0, 17.0, 17.210, 16.979, 
155.0, 0.0, 4593.0, 17.0, 17.229, 16.940, 
156.0, 0.0, 4593.0, 17.0, 17.210, 16.960, 
156.0, 0.0, 4593.0, 17.0, 17.170, 16.950, 
156.0, 0.0, 4593.0, 17.0, 17.279, 16.950, 
157.0, 0.0, 4728.0, 17.0, 17.279, 16.990, 
157.0, 0.0, 4728.0, 17.0, 17.250, 16.970, 
158.0, 0.0, 4728.0, 17.0, 17.179, 16.970, 
158.0, 0.0, 4728.0, 17.0, 17.190, 16.979, 
158.0, 0.0, 4728.0, 17.0, 17.239, 16.950, 
159.0, 0.0, 4787.0, 17.0, 17.190, 16.990, 
159.0, 0.0, 4846.0, 17.0, 17.210, 16.930, 
159.0, 0.0, 4846.0, 17.0, 17.279, 16.990, 
160.0, 0.0, 4846.0, 17.0, 17.239, 17.0, 
