Time (hh:mm:ss), Latitude (deg), Longitude (deg), Altitude (m), Distance (m), Displacement (m), Ground Speed (km/h), Target Speed (km/h), Power (W), Cadence (rpm), Velocity (km/h), Simulated Distance (m), Heart Rate (bpm), Battery (V)
GPS lost connection. Profile changed. 
22:22:30, 43.6585006, -79.3933639, 109.44001, 0, 1025, 0, 0, 0, 0, 0, 0, 0, 11.3102111, 
22:22:31, 43.6585006, -79.3933639, 109.44001, 0, 1025, 0, 0, 0, 0, 0, 0, 0, 11.3102111, 
22:22:34, 43.6585006, -79.3933639, 109.44001, 0, 1025, 0, 0, 0, 0, 0, 0, 0, 11.3102111, 
22:22:36, 43.6585006, -79.3933639, 109.44001, 0, 1025, 0, 0, 0, 0, 0, 0, 0, 11.3102111, 
22:22:38, 43.6584586, -79.3932189, 92.459999, 9, 1120, 19.0079994, 0, 0, 0, 0, 0, 0, 11.3102111, 
22:22:40, 43.6585235, -79.3932876, 95.8099975, 19, 1129, 0.5399999, 0, 0, 0, 0, 0, 0, 11.2626886, 
22:22:42, 43.6585998, -79.3934326, 102.2640075, 32, 1052, 0.5759999, 0, 0, 0, 0, 0, 0, 11.2626886, 
22:22:44, 43.6586112, -79.3934631, 102.9620055, 35, 1015, 4.7519998, 0, 0, 0, 0, 0, 0, 11.2626886, 
22:22:46, 43.6586112, -79.3934783, 102.3600082, 35, 1015, 2.9879998, 0, 0, 0, 0, 0, 0, 11.2626886, 
22:22:48, 43.6586074, -79.3934936, 105.5810089, 36, 1009, 2.8439998, 0, 0, 0, 0, 0, 0, 11.2626886, 
22:22:50, 43.6585998, -79.3935012, 109.7540054, 37, 1051, 4.2839999, 0, 0, 0, 0, 0, 0, 11.2626886, 
22:22:52, 43.6585883, -79.3935012, 111.7020111, 39, 1113, 0.8279999, 0, 0, 0, 0, 0, 0, 11.3102111, 
22:22:54, 43.6585807, -79.3934936, 110.2660064, 39, 1029, 0.7919999, 0, 0, 0, 0, 0, 0, 11.2626886, 
22:22:56, 43.6585807, -79.393486, 108.4160079, 39, 1029, 1.5479999, 0, 0, 0, 0, 0, 0, 11.2626886, 
22:22:58, 43.6585807, -79.393486, 107.1200103, 40, 1029, 1.1519999, 0, 0, 0, 0, 0, 0, 11.2626886, 
22:23:0, 43.6585845, -79.3935012, 107.3910064, 41, 1029, 0.6839999, 0, 0, 0, 0, 0, 0, 11.2626886, 
22:23:2, 43.6585807, -79.3935012, 107.2310104, 41, 1029, 0.3599999, 0, 0, 0, 0, 0, 0, 11.215167, 
22:23:4, 43.6585807, -79.3935012, 106.3090057, 41, 1029, 0.4319999, 0, 0, 0, 0, 0, 0, 11.2626886, 
22:23:6, 43.6585731, -79.3934936, 106.1280059, 42, 1040, 0.9719998, 0, 0, 0, 0, 0, 0, 11.2626886, 
22:23:8, 43.6585731, -79.3934936, 105.864006, 42, 1040, 0.5759999, 0, 0, 0, 0, 0, 0, 11.2626886, 
22:23:10, 43.6585616, -79.393486, 104.5950088, 43, 1092, 1.3679998, 0, 0, 0, 0, 0, 0, 11.215167, 
22:23:12, 43.6585616, -79.393486, 104.1320114, 43, 1092, 1.0799999, 0, 0, 0, 0, 0, 0, 11.2626886, 
22:23:14, 43.6585616, -79.3934783, 104.0480041, 44, 1092, 1.8719999, 0, 0, 0, 0, 0, 0, 11.2626886, 
