Time (hh:mm:ss), Latitude (deg), Longitude (deg), Altitude (m), Distance (m), Displacement (m), Ground Speed (km/h), Target Speed (km/h), Power (W), Cadence (rpm), Velocity (km/h), Simulated Distance (m), Heart Rate (bpm), Battery (V)
GPS lost connection. 
2:3:45, 40.6211013, -116.9075774, 1377.3992614, 0, 64685, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9544, 
2:3:47, 40.6210937, -116.9075774, 1377.223236, 0, 14633, 0.0719999, 0, 0, 0, 0, 0, 0, 11.9544, 
2:3:49, 40.6210937, -116.9075927, 1377.1841735, 1, 14634, 0.0719999, 0, 0, 0, 0, 0, 0, 11.9544, 
2:3:51, 40.621086, -116.9075927, 1377.1791686, 1, 30298, 0.0719999, 0, 0, 0, 0, 0, 0, 11.9544, 
2:3:53, 40.621086, -116.9075927, 1377.2101745, 1, 30298, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9544, 
2:3:55, 40.621086, -116.9075927, 1377.1781921, 1, 30298, 0.0719999, 0, 0, 0, 0, 0, 0, 11.9544, 
2:3:57, 40.621086, -116.9075927, 1377.0801696, 1, 30298, 0.0719999, 0, 0, 0, 0, 0, 0, 11.9544, 
2:3:59, 40.621086, -116.9075927, 1376.9942321, 2, 30298, 0.0719999, 0, 0, 0, 0, 0, 0, 11.9544, 
2:4:1, 40.621086, -116.9075927, 1376.9432067, 2, 30298, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:3, 40.621086, -116.9075927, 1376.8442077, 2, 30298, 0, 0, 0, 0, 0, 0, 0, 11.9544, 
2:4:5, 40.621086, -116.9075927, 1376.7201843, 2, 30298, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9544, 
2:4:7, 40.621086, -116.9075927, 1376.6061706, 2, 30298, 0.0719999, 0, 0, 0, 0, 0, 0, 11.9544, 
2:4:9, 40.621086, -116.9075927, 1376.5491638, 2, 30298, 0.2159999, 0, 0, 0, 0, 0, 0, 11.9544, 
2:4:11, 40.621086, -116.9075927, 1376.5572204, 2, 30298, 0.1439999, 0, 0, 0, 0, 0, 0, 11.9544, 
2:4:13, 40.621086, -116.9075927, 1376.6252135, 2, 30298, 0.1799999, 0, 0, 0, 0, 0, 0, 11.9544, 
2:4:15, 40.621086, -116.9075927, 1376.6552428, 2, 30298, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:17, 40.621086, -116.9075927, 1376.6741637, 2, 30298, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:19, 40.621086, -116.9075927, 1376.6831969, 2, 30298, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9544, 
2:4:21, 40.621086, -116.9075774, 1376.7062683, 3, 30297, 0, 0, 0, 0, 0, 0, 0, 11.9544, 
2:4:23, 40.621086, -116.9075774, 1376.7621765, 3, 30297, 0.2159999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:25, 40.621086, -116.9075774, 1376.7872009, 3, 30297, 0.0719999, 0, 0, 0, 0, 0, 0, 11.9544, 
2:4:27, 40.621086, -116.9075774, 1376.7671814, 3, 30297, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:29, 40.621086, -116.9075774, 1376.756195, 3, 30297, 0.0719999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:31, 40.621086, -116.9075927, 1376.7211608, 4, 30298, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:33, 40.621086, -116.9075927, 1376.6912536, 4, 30298, 0.0719999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:35, 40.621086, -116.9075927, 1376.6672057, 4, 30298, 0.0719999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:37, 40.621086, -116.9075927, 1376.650238, 4, 30298, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:39, 40.621086, -116.9075927, 1376.6371764, 4, 30298, 0, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:41, 40.621086, -116.9075774, 1376.6421813, 5, 30297, 0.1079999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:43, 40.621086, -116.9075774, 1376.5892028, 5, 30297, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:45, 40.621086, -116.9075774, 1376.5121765, 5, 30297, 0.1079999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:47, 40.621086, -116.9075774, 1376.4281921, 5, 30297, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:49, 40.621086, -116.9075774, 1376.3201598, 5, 30297, 0.1799999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:51, 40.621086, -116.9075774, 1376.2112731, 5, 30297, 0.0719999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:53, 40.621086, -116.9075774, 1376.1232604, 5, 30297, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:55, 40.621086, -116.9075774, 1376.0422058, 5, 30297, 0.1079999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:57, 40.621086, -116.9075774, 1375.9252624, 5, 30297, 0.1799999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:4:59, 40.621086, -116.9075774, 1375.8162536, 5, 30297, 0.1439999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:1, 40.6210822, -116.9075774, 1375.6831969, 6, 11026, 0.4319999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:3, 40.6210822, -116.9075774, 1375.5562438, 6, 11026, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:5, 40.6210822, -116.9075774, 1375.4412536, 6, 11026, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:7, 40.621086, -116.9075774, 1375.355194, 7, 30297, 0.0719999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:9, 40.6210822, -116.9075774, 1375.3442077, 7, 11026, 0.1079999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:11, 40.6210822, -116.9075622, 1375.3782653, 8, 11026, 0.1079999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:13, 40.6210822, -116.9075622, 1375.4252624, 8, 11026, 0.2159999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:15, 40.6210822, -116.9075622, 1375.591156, 8, 11026, 0.1079999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:17, 40.6210822, -116.9075622, 1375.8382263, 8, 11026, 0.1439999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:19, 40.6210822, -116.9075622, 1376.025238, 8, 11026, 0.1439999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:21, 40.6210822, -116.9075622, 1376.1402282, 8, 11026, 0.1439999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:5:23, 40.6210822, -116.9075622, 1376.1612243, 8, 11026, 0.1079999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:25, 40.6210822, -116.9075622, 1376.176239, 8, 11026, 0, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:27, 40.6210822, -116.9075622, 1376.1481628, 8, 11026, 0.1439999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:29, 40.6210822, -116.9075622, 1376.1691589, 8, 11026, 0.1079999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:31, 40.6210822, -116.9075622, 1376.2361755, 8, 11026, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:33, 40.6210822, -116.9075622, 1376.3122253, 8, 11026, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:35, 40.621086, -116.9075622, 1376.4131774, 9, 30295, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:37, 40.621086, -116.9075622, 1376.4742126, 9, 30295, 0.1079999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:39, 40.621086, -116.9075622, 1376.5402526, 9, 30295, 0.0359999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:5:41, 40.621086, -116.9075622, 1376.6271667, 9, 30295, 0.0719999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:43, 40.621086, -116.9075622, 1376.6622009, 9, 30295, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:45, 40.621086, -116.9075622, 1376.6691589, 9, 30295, 0.0359999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:47, 40.621086, -116.9075622, 1376.650238, 9, 30295, 0, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:49, 40.621086, -116.9075622, 1376.6332702, 9, 30295, 0.0359999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:5:51, 40.621086, -116.9075622, 1376.6471862, 9, 30295, 0.0719999, 0, 0, 0, 0, 0, 0, 11.9148168, 
2:5:53, 40.621086, -116.9075622, 1376.6852721, 9, 30295, 1.0439999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:5:55, 40.6210822, -116.9075545, 1376.697235, 10, 11026, 6.8039998, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:5:57, 40.6210632, -116.9075164, 1376.7142028, 14, 26232, 10.4399995, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:5:59, 40.6210288, -116.907463, 1376.6542663, 18, 38387, 12.2399997, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:1, 40.6209869, -116.907402, 1376.6471862, 24, 8157, 12.7079992, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:3, 40.6209487, -116.9073257, 1376.7552185, 33, 1069, 13.2839994, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:5, 40.6209144, -116.907257, 1376.8622741, 40, 37140, 14.6879996, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:7, 40.6208724, -116.9071654, 1377.1152038, 50, 31806, 15.6239995, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:9, 40.6208305, -116.9070891, 1377.4212341, 57, 42642, 15.8039989, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:11, 40.6207885, -116.9070052, 1377.6512145, 66, 51606, 16.5240001, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:13, 40.6207351, -116.9069289, 1377.8582458, 74, 31149, 16.4159984, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:15, 40.6206969, -116.9068374, 1378.0032653, 82, 12577, 8.3159999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:17, 40.6206817, -116.906784, 1378.1402282, 86, 33264, 0.2159999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:19, 40.6206779, -116.906784, 1378.2972106, 87, 58937, 0.0359999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:21, 40.6206779, -116.906784, 1378.3601989, 87, 58937, 0.2159999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:23, 40.6206779, -116.906784, 1378.3752136, 87, 58937, 0.1079999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:25, 40.6206779, -116.906784, 1378.3322448, 87, 58937, 0, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:27, 40.6206779, -116.906784, 1378.2532653, 87, 58937, 0.0719999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:29, 40.6206817, -116.906784, 1378.2592468, 87, 33264, 0.0359999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:31, 40.6206817, -116.906784, 1378.407196, 87, 33264, 0, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:33, 40.6206817, -116.906784, 1378.7101745, 87, 33264, 0.1079999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:35, 40.6206817, -116.906784, 1379.0231628, 87, 33264, 0.2879999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:37, 40.6206817, -116.906784, 1379.2022399, 87, 33264, 0.2879999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:39, 40.6206817, -116.906784, 1379.2091979, 87, 33264, 0.4679999, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:6:41, 40.6206779, -116.906784, 1379.1941833, 87, 58937, 0.1079999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:43, 40.6206817, -116.906784, 1379.2322692, 88, 33264, 0.6479999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:45, 40.6206817, -116.906784, 1379.3201598, 88, 33264, 2.3039998, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:47, 40.6206702, -116.9067687, 1379.3572692, 89, 58938, 4.3559999, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:6:49, 40.6206512, -116.9067458, 1379.5712585, 92, 12268, 4.8239998, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:51, 40.6206321, -116.9067306, 1380.0312194, 95, 19874, 4.3919997, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:53, 40.6206207, -116.9067077, 1380.3671569, 97, 17534, 1.4039999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:55, 40.620613, -116.9067077, 1380.5622253, 98, 17534, 0.7199999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:57, 40.620613, -116.9067077, 1380.6812438, 98, 17534, 0.1439999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:6:59, 40.620613, -116.9067077, 1380.5772399, 98, 17534, 0.1079999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:7:1, 40.620613, -116.9067229, 1380.3652038, 99, 17535, 0.1079999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:7:3, 40.620613, -116.9067229, 1379.8392028, 99, 17535, 0.1079999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:7:5, 40.620613, -116.9067229, 1379.3232116, 99, 17535, 0.2519999, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:7:7, 40.620613, -116.9067229, 1379.0531921, 99, 17535, 0.1079999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:7:9, 40.620613, -116.9067229, 1378.9632262, 99, 17535, 0.0359999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:7:11, 40.620613, -116.9067229, 1378.9911803, 99, 17535, 0.1079999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:7:13, 40.620613, -116.9067229, 1379.0552673, 99, 17535, 0.1799999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:7:15, 40.620613, -116.9067229, 1379.2201843, 99, 17535, 0.2519999, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:7:17, 40.620613, -116.9067229, 1379.2511901, 99, 17535, 0.2879999, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:7:19, 40.6206207, -116.9067229, 1379.1741638, 100, 17535, 0.1799999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:7:21, 40.6206207, -116.9067229, 1379.032196, 100, 17535, 0.1079999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:7:23, 40.6206207, -116.9067229, 1378.9291686, 100, 17535, 0.2159999, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:7:25, 40.6206207, -116.9067306, 1378.9372253, 100, 17536, 0.0719999, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:7:27, 40.6206207, -116.9067306, 1379.0171813, 100, 17536, 0.3599999, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:7:29, 40.6206207, -116.9067306, 1379.0612487, 100, 17536, 0.1439999, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:7:31, 40.6206207, -116.9067306, 1379.0431823, 100, 17536, 0.0359999, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:7:33, 40.620613, -116.9067306, 1379.0071716, 101, 17536, 0.1079999, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:7:35, 40.620613, -116.9067306, 1379.0782165, 101, 17536, 0.0719999, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:7:37, 40.620613, -116.9067306, 1379.1072692, 101, 17536, 4.4639997, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:7:39, 40.6206016, -116.9067077, 1379.0412292, 103, 58589, 9.7919998, 0, 0, 0, 0, 0, 0, 11.8752326, 
2:7:41, 40.6205711, -116.9066466, 1378.9591979, 111, 8682, 13.7159996, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:7:43, 40.6205367, -116.906578, 1378.8761901, 118, 19005, 15.3719997, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:7:45, 40.6204986, -116.9064941, 1378.8592223, 127, 58662, 16.0559997, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:7:47, 40.6204528, -116.9064025, 1378.7941589, 138, 53579, 16.775999, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:7:49, 40.6204032, -116.9063109, 1378.8401794, 148, 58628, 16.5240001, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:7:51, 40.6203727, -116.9062499, 1378.9482116, 152, 3966, 0.6119999, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:7:53, 40.6203651, -116.9062194, 1378.9131774, 156, 2960, 0.0719999, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:7:55, 40.6203651, -116.9062194, 1378.9191588, 156, 2960, 0.6479999, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:7:57, 40.6203651, -116.9062194, 1378.9312438, 156, 2960, 0.8279999, 0, 0, 0, 0, 0, 0, 11.8356475, 
2:7:59, 40.6203651, -116.9062194, 1378.8351745, 156, 2960, 0.4319999, 0, 0, 0, 0, 0, 0, 11.8356475, 
