Time (hh:mm:ss), Latitude (deg), Longitude (deg), Altitude (m), Distance (m), Displacement (m), Ground Speed (km/h), Target Speed (km/h), Power (W), Cadence (rpm), Velocity (km/h), Simulated Distance (m), Heart Rate (bpm), Battery (V)
GPS lost connection. 
0:30:0, 40.6385955, -116.9402465, 1287.1502227, 1, 48188, 2.1239998, 0, 0, 0, 0, 0, 0, 3.8000743, 
0:30:2, 40.6385879, -116.9402541, 1284.6332549, 2, 52706, 4.7879996, 0, 0, 0, 0, 0, 0, 3.8396584, 
0:30:4, 40.6385802, -116.9402694, 1279.9832305, 3, 21844, 3.7439999, 0, 0, 0, 0, 0, 0, 3.8000743, 
0:30:6, 40.6385535, -116.9402923, 1271.0522003, 7, 44243, 3.4919998, 0, 0, 0, 0, 0, 0, 3.8396584, 
0:30:8, 40.6385421, -116.9403228, 1263.4462432, 9, 12464, 2.7359998, 0, 0, 0, 0, 0, 0, 3.8000743, 
0:30:10, 40.638523, -116.9403304, 1255.8842315, 11, 57664, 2.1239998, 0, 0, 0, 0, 0, 0, 3.8396584, 
0:30:12, 40.638504, -116.9403609, 1249.0302276, 14, 57358, 7.4879999, 0, 0, 0, 0, 0, 0, 3.8396584, 
0:30:14, 40.6384696, -116.9403686, 1241.6691436, 18, 43577, 8.3159999, 0, 0, 0, 0, 0, 0, 3.8396584, 
0:30:16, 40.6384315, -116.9403838, 1233.3522491, 22, 28606, 6.8399996, 0, 0, 0, 0, 0, 0, 3.8000743, 
0:30:18, 40.638401, -116.9403991, 1226.7241973, 26, 5938, 5.0039997, 0, 0, 0, 0, 0, 0, 3.8396584, 
0:30:20, 40.6383743, -116.9404143, 1222.2981719, 28, 64619, 3.9959997, 0, 0, 0, 0, 0, 0, 3.8396584, 
0:30:22, 40.6383781, -116.940422, 1222.9992217, 30, 64621, 9.6119994, 0, 0, 0, 0, 0, 0, 3.8396584, 
0:30:24, 40.6384048, -116.9404372, 1227.2232208, 33, 5941, 2.9519998, 0, 0, 0, 0, 0, 0, 3.8000743, 
0:30:26, 40.6384429, -116.9404525, 1232.2561798, 38, 59141, 1.8359999, 0, 0, 0, 0, 0, 0, 3.8396584, 
0:30:28, 40.6384696, -116.9404601, 1237.6461944, 40, 43584, 3.2039997, 0, 0, 0, 0, 0, 0, 3.8000743, 
0:30:30, 40.6384734, -116.9404601, 1241.2781524, 41, 43584, 8.0999994, 0, 0, 0, 0, 0, 0, 3.8000743, 
0:30:32, 40.6385268, -116.9405517, 1253.9892119, 48, 5921, 67.7879943, 0, 0, 0, 0, 0, 0, 3.8000743, 
0:30:34, 40.6385459, -116.9405517, 1264.7821807, 50, 44271, 8.8919992, 0, 0, 0, 0, 0, 0, 3.8000743, 
0:30:36, 40.6385993, -116.9405135, 1284.5181426, 57, 48205, 3.1319999, 0, 0, 0, 0, 0, 0, 3.8000743, 
0:30:38, 40.6386222, -116.9403686, 1301.855194, 70, 2132, 2.5199999, 0, 0, 0, 0, 0, 0, 3.8000743, 
0:30:40, 40.6386832, -116.9402846, 1320.2552184, 81, 44224, 2.592, 0, 0, 0, 0, 0, 0, 3.8000743, 
0:30:42, 40.6387138, -116.9402312, 1331.1512145, 86, 7397, 1.8359999, 0, 0, 0, 0, 0, 0, 3.8000743, 
