Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),Begin calibration... Waiting for calibration messages.Calibration timed-out...Offset is set as default: 507 Hz GPS lost
17:52:39, 19799.0039672, 0, 0.0, 0.6119999, 0, 137.088005, 0, 0, 0, 0, 40.6372909, -116.9452361, 1379.9822692, 0, 9.6829, 25.5550, 
17:52:40, 20717.0039672, 0, 0.0, 0.0719999, 0, 137.088005, 0, 0, 0, 0, 40.6372909, -116.9452361, 1379.5832214, 0, 9.8080, 25.5550, 
17:52:41, 21629.0041503, 1, 0.0, 1.0799999, 0, 137.088005, 0, 0, 0, 0, 40.6372909, -116.9452514, 1379.4501647, 0, 9.8080, 25.5550, 
17:52:42, 22544.0043029, 1, 0.0, 0.2879999, 0, 137.088005, 0, 0, 0, 0, 40.6372909, -116.9452514, 1379.2941589, 0, 9.7263, 25.7843, 
17:52:43, 23458.004425, 1, 0.0, 0.4319999, 0, 137.088005, 0, 0, 0, 0, 40.6372871, -116.9452514, 1379.2402038, 0, 9.8080, 25.5550, 
17:52:44, 24376.0046691, 1, 0.0, 0.0719999, 0, 137.088005, 0, 0, 0, 0, 40.6372871, -116.9452514, 1379.1741638, 0, 9.8080, 25.6262, 
17:52:44, 25290.004898, 1, 0.0, 0.3599999, 0, 137.088005, 0, 0, 0, 0, 40.6372871, -116.9452514, 1379.1342468, 0, 9.7643, 25.6262, 
17:52:45, 26202.004898, 1, 0.0, 0.1799999, 0, 137.088005, 0, 0, 0, 0, 40.6372871, -116.9452514, 1379.0531921, 0, 9.8080, 25.5550, 
17:52:46, 27115.0053787, 1, 0.0, 0.4319999, 0, 137.088005, 0, 0, 0, 0, 40.6372871, -116.9452514, 1378.9081725, 0, 9.7643, 25.5550, 
17:52:48, 28884.0054321, 1, 0.0, 0.7919999, 0, 137.088005, 0, 0, 0, 0, 40.6372871, -116.9452514, 1378.9601745, 0, 9.7263, 25.5550, 
17:52:49, 29798.0059204, 1, 0.0, 1.4759999, 0, 137.088005, 0, 0, 0, 0, 40.6372871, -116.9452514, 1379.0102233, 0, 9.7263, 25.7843, 
17:52:50, 30711.0059204, 0, 0.0, 1.4759999, 0, 137.088005, 0, 0, 0, 0, 40.6372871, -116.9452361, 1379.1252136, 0, 9.7263, 25.5550, 
17:52:51, 31625.0061035, 0, 0.0, 1.4039999, 0, 137.088005, 0, 0, 0, 0, 40.6372871, -116.9452361, 1379.1232604, 0, 9.7263, 25.7843, 
17:52:52, 32544.0062561, 1, 0.0, 2.4119999, 0, 137.088005, 0, 0, 0, 0, 40.6372794, -116.9452361, 1379.2442321, 0, 9.7263, 25.5550, 
17:52:53, 33457.0063781, 1, 0.0, 2.0519998, 0, 137.088005, 0, 0, 0, 0, 40.6372794, -116.9452209, 1379.3861999, 0, 9.8080, 25.6262, 
17:52:54, 34370.0066223, 1, 0.0, 2.1959998, 0, 137.088005, 0, 0, 0, 0, 40.6372871, -116.9452132, 1380.3022155, 0, 9.7263, 25.5550, 
17:52:54, 35284.0068511, 2, 0.0, 3.2399997, 0, 137.088005, 0, 0, 0, 0, 40.6372794, -116.9452132, 1380.70224, 0, 9.7263, 25.5550, 
17:52:55, 36202.0068511, 3, 0.0, 2.9159998, 0, 137.088005, 0, 0, 0, 0, 40.6372794, -116.945198, 1381.0762634, 0, 9.6829, 25.5550, 
17:52:56, 37114.0073318, 4, 0.0, 2.4839999, 0, 137.088005, 0, 0, 0, 0, 40.6372756, -116.9451827, 1381.138153, 0, 9.7643, 25.6262, 
17:52:58, 38880.0073852, 5, 0.0, 2.6639997, 0, 137.088005, 0, 0, 0, 0, 40.6372718, -116.9451751, 1381.5772399, 0, 9.8080, 25.7843, 
17:52:59, 39792.0078735, 5, 0.0, 3.7799997, 0, 137.088005, 0, 0, 0, 0, 40.6372718, -116.9451751, 1381.8072204, 0, 9.7643, 25.7843, 
17:53:0, 40711.0078735, 6, 0.0, 3.8879997, 0, 137.0519943, 0, 0, 0, 0, 40.6372718, -116.9451598, 1382.0281677, 0, 9.8080, 25.5550, 
17:53:1, 41624.0080566, 6, 0.0, 2.6279997, 0, 137.0519943, 0, 0, 0, 0, 40.6372794, -116.9451446, 1382.2382507, 0, 9.6829, 25.5550, 
17:53:2, 42539.0082092, 8, 0.0, 3.2399997, 0, 137.0519943, 0, 0, 0, 0, 40.6372794, -116.9451369, 1382.4122009, 0, 9.6829, 25.5550, 
17:53:3, 43450.0083312, 8, 0.0, 2.8799998, 0, 137.0519943, 0, 0, 0, 0, 40.6372832, -116.9451369, 1382.5812683, 0, 9.8080, 25.5550, 
17:53:4, 44365.0085754, 9, 0.0, 2.1239998, 0, 137.0519943, 0, 0, 0, 0, 40.6372909, -116.9451217, 1382.7571716, 0, 9.8080, 25.5550, 
17:53:4, 45282.0088043, 10, 0.0, 3.6359998, 0, 137.0519943, 0, 0, 0, 0, 40.6372909, -116.9451064, 1382.9451598, 0, 9.7263, 25.7843, 
17:53:5, 46195.0087966, 10, 0.0, 2.5559999, 0, 137.0519943, 0, 0, 0, 0, 40.6372985, -116.9451064, 1382.9942321, 0, 9.8080, 25.5550, 
17:53:6, 47115.0092849, 11, 0.0, 2.592, 0, 137.0519943, 0, 0, 0, 0, 40.6373061, -116.9450988, 1383.2022399, 0, 9.7263, 25.5550, 
17:53:8, 48879.0093383, 12, 0.0, 2.3759999, 0, 137.0519943, 0, 0, 0, 0, 40.6373138, -116.9450835, 1383.7301941, 0, 9.6829, 25.5550, 
17:53:9, 49792.0098266, 12, 0.0, 2.8079998, 0, 137.0519943, 0, 0, 0, 0, 40.6373176, -116.9450835, 1383.7602233, 0, 9.8080, 25.3964, 
17:53:10, 50705.0078735, 13, 0.0, 4.4279999, 0, 137.0519943, 0, 0, 0, 0, 40.6373252, -116.9450683, 1383.9181823, 0, 9.7263, 25.5550, 
17:53:11, 51624.0080566, 13, 0.0, 2.8079998, 0, 137.0519943, 0, 0, 0, 0, 40.637329, -116.9450683, 1384.1061706, 0, 9.7263, 25.7843, 
17:53:12, 52538.0082092, 15, 0.0, 2.2679998, 0, 137.0519943, 0, 0, 0, 0, 40.637329, -116.9450606, 1384.1332702, 0, 9.7643, 25.5550, 
17:53:13, 53452.0083312, 16, 0.0, 2.1239998, 0, 137.0519943, 0, 0, 0, 0, 40.637329, -116.9450454, 1384.1951599, 0, 9.8080, 25.7843, 
17:53:14, 54365.0085754, 17, 0.0, 3.0239999, 0, 137.0519943, 0, 0, 0, 0, 40.637329, -116.9450301, 1384.5712585, 0, 9.7263, 25.7843, 
17:53:14, 55283.0088043, 17, 0.0, 2.8799998, 0, 137.0519943, 0, 0, 0, 0, 40.637329, -116.9450301, 1384.9722594, 0, 9.7643, 25.5550, 
17:53:15, 56197.0087966, 18, 0.0, 3.7799997, 0, 137.0519943, 0, 0, 0, 0, 40.637329, -116.9450225, 1385.1622009, 0, 9.7263, 25.7843, 
17:53:16, 57110.0092849, 18, 0.0, 1.5119999, 0, 137.0519943, 0, 0, 0, 0, 40.637329, -116.9450225, 1385.3052673, 0, 9.6829, 25.6262, 
17:53:18, 58874.0093383, 18, 0.0, 0.1439999, 0, 137.0519943, 0, 0, 0, 0, 40.637329, -116.9450072, 1385.2091979, 0, 9.6446, 25.3964, 
17:53:19, 59795.0098266, 18, 0.0, 0.5039999, 0, 137.0519943, 0, 0, 0, 0, 40.637329, -116.9450072, 1385.3842468, 0, 9.7263, 25.5550, 
17:53:20, 60708.0117797, 18, 0.0, 0.2879999, 0, 137.0519943, 0, 0, 0, 0, 40.637329, -116.9450072, 1385.5231628, 0, 9.6829, 25.3964, 
17:53:21, 61622.0119628, 18, 0.0, 0.1439999, 0, 137.0519943, 0, 0, 0, 0, 40.6373252, -116.9450072, 1385.5591735, 0, 9.6829, 25.7843, 
17:53:22, 62536.0121154, 18, 0.0, 0.5759999, 0, 137.0519943, 0, 0, 0, 0, 40.6373176, -116.9450072, 1385.6421813, 0, 9.7263, 25.7843, 
17:53:23, 63456.0122375, 18, 0.0, 0.5399999, 0, 137.0519943, 0, 0, 0, 0, 40.6373176, -116.9450072, 1385.7082214, 0, 9.7263, 25.7843, 
17:53:24, 64370.0124816, 20, 0.0, 0.2519999, 0, 137.0519943, 0, 0, 0, 0, 40.6373138, -116.944992, 1385.8461608, 0, 9.7643, 25.5550, 
17:53:24, 65286.0127105, 20, 0.0, 0.9, 0, 137.0519943, 0, 0, 0, 0, 40.63731, -116.944992, 1386.013153, 0, 9.7643, 25.5550, 
17:53:25, 66201.0127105, 20, 0.0, 0.2519999, 0, 137.0519943, 0, 0, 0, 0, 40.63731, -116.944992, 1386.2062683, 0, 9.8080, 25.3964, 
17:53:26, 67115.0131912, 20, 0.0, 0.2159999, 0, 137.0519943, 0, 0, 0, 0, 40.63731, -116.944992, 1386.2251892, 0, 9.7643, 25.5550, 
17:53:28, 68879.0132446, 18, 0.0, 0.3959999, 0, 137.0519943, 0, 0, 0, 0, 40.6373138, -116.9450072, 1386.223236, 0, 9.7263, 25.5550, 
17:53:29, 69739.0137329, 18, 0.0, 0.3239999, 27.6614036, 137.0519943, 0, 0, 0, 215.2500152, 40.6373138, -116.9450072, 1386.2872009, 0, 9.7263, 25.5550, 
17:53:30, 70666.015686, 18, 0.0, 0.2159999, 0, 137.0519943, 0, 0, 0, -200.5500183, 40.6373138, -116.9450072, 1386.3962097, 0, 9.7263, 25.7843, 
17:53:31, 71535.0158386, 18, 0.0, 0.3599999, 35.6537246, 137.0519943, 0, 0, 0, 275.1000213, 40.6373138, -116.9450072, 1386.6061706, 0, 9.7263, 25.5550, 
17:53:31, 72273.0160064, 18, 0.0, 0.2879999, 41.9275397, 137.0519943, 0, 0, 0, 56.7000007, 40.6373138, -116.9450072, 1386.6941833, 0, 9.7263, 25.5550, 
17:53:33, 73520.0161437, 18, 0.0, 0.7919999, 49.435173, 137.0519943, 0, 0, 0, 12.6000003, 40.6373176, -116.9450072, 1387.0312194, 0, 9.8080, 25.7843, 
17:53:33, 74142.016365, 18, 0.0, 0.0719999, 48.1795844, 137.0519943, 0, 0, 0, -12.6000003, 40.6373176, -116.9450072, 1387.1462097, 0, 9.8080, 25.5550, 
17:53:35, 75438.016632, 18, 0.0, 0.8279999, 45.5695724, 137.0519943, 0, 0, 0, -12.6000003, 40.6373176, -116.9450072, 1387.3272399, 0, 9.7643, 25.5550, 
17:53:35, 76111.0166091, 18, 0.0, 0.3599999, 44.4039306, 137.0519943, 0, 0, 0, -11.5500001, 40.6373176, -116.9450072, 1387.4792175, 0, 9.7263, 25.5550, 
17:53:37, 77521.0171203, 18, 0.0, 0.5399999, 41.728569, 137.0519943, 0, 0, 0, -11.5500001, 40.6373176, -116.9450072, 1387.5192565, 0, 9.7643, 25.5550, 
17:53:37, 78262.0171051, 18, 0.0, 0.4319999, 40.4338264, 137.0519943, 0, 0, 0, -11.5500001, 40.6373176, -116.9450072, 1387.5762634, 0, 9.7263, 25.5550, 
17:53:39, 79818.0176391, 18, 0.0, 0.1439999, 37.6297301, 137.0519943, 0, 0, 0, -11.5500001, 40.6373176, -116.9450072, 1387.9401549, 0, 9.8080, 25.5550, 
17:53:40, 80642.015686, 18, 0.0, 0.1439999, 36.3026847, 137.0519943, 0, 0, 0, -10.5, 40.6373176, -116.9450072, 1388.0862731, 0, 9.6829, 25.5550, 
17:53:41, 81497.0158386, 18, 0.0, 0.2519999, 34.7976036, 137.0519943, 0, 0, 0, -11.5500001, 40.6373252, -116.9450072, 1388.2292175, 0, 9.6829, 25.7843, 
17:53:42, 82388.0160217, 18, 0.0, 0, 33.3910064, 137.0519943, 0, 0, 0, -10.5, 40.6373252, -116.9450072, 1388.4892272, 0, 9.7643, 25.7843, 
17:53:43, 83304.0161437, 18, 0.0, 0.1799999, 0, 137.0519943, 0, 0, 0, -244.6500091, 40.6373252, -116.9450072, 1388.6891784, 0, 9.7263, 25.5550, 
