Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),
17:6:22, 4424.0007629, 218, 0.0, 137.2679977, 0, 135.7560043, 0, 0, 0, 0, 41.2139053, -103.6870345, 1496.9672545, 0, 3.8912, 23.2146, 
17:6:23, 5370.001007, 246, 0.0, 137.3400039, 0, 135.6120071, 0, 0, 0, 0, 41.2138709, -103.687271, 1497.0862731, 0, 3.9074, 23.1412, 
17:6:24, 6321.001007, 298, 0.0, 137.3759994, 0, 135.3600082, 0, 0, 0, 0, 41.2137908, -103.6877441, 1497.2912292, 0, 3.9074, 23.1412, 
17:6:25, 7267.0014801, 336, 0.0, 137.3759994, 0, 135.1440048, 0, 0, 0, 0, 41.2137374, -103.6880798, 1497.3732604, 0, 3.9074, 23.3607, 
17:6:26, 8213.0014801, 418, 0.0, 137.159996, 0, 134.7480087, 0, 0, 0, 0, 41.2136115, -103.6888122, 1497.7461853, 0, 3.9074, 23.1412, 
17:6:27, 9159.0019607, 449, 0.0, 137.4119949, 0, 134.5680007, 0, 0, 0, 0, 41.2135696, -103.6890792, 1497.9612731, 0, 3.9074, 23.1412, 
17:6:28, 10110.0019607, 494, 0.0, 137.736, 0, 134.3519973, 0, 0, 0, 0, 41.2134895, -103.6894912, 1498.4512634, 0, 3.9074, 23.2878, 
17:6:29, 11056.0021362, 548, 0.0, 137.5199966, 0, 134.0640029, 0, 0, 0, 0, 41.2134017, -103.6899642, 1498.9191588, 0, 3.8912, 23.3607, 
17:6:31, 12704.0023803, 656, 0.0, 137.2320022, 0, 133.5239944, 0, 0, 0, 0, 41.213211, -103.6909255, 1499.8351745, 0, 3.9074, 23.1412, 
17:6:32, 13651.0025024, 685, 0.0, 137.2320022, 0, 133.3799972, 0, 0, 0, 0, 41.2131538, -103.6911925, 1500.0741882, 0, 3.9074, 23.2878, 
17:6:32, 14602.0027465, 712, 0.0, 137.1960067, 0, 133.236, 0, 0, 0, 0, 41.213108, -103.6914214, 1500.3262634, 0, 3.9074, 23.1412, 
17:6:33, 15546.0029602, 745, 0.0, 137.0519943, 0, 133.0560073, 0, 0, 0, 0, 41.2130432, -103.691719, 1500.8112487, 0, 3.9074, 23.1412, 
17:6:34, 16493.0029602, 795, 0.0, 137.2679977, 0, 132.8040084, 0, 0, 0, 0, 41.2129478, -103.6921691, 1501.4902038, 0, 3.8912, 23.1412, 
17:6:35, 17542.0034484, 857, 0.0, 137.5920028, 0, 132.5159988, 0, 0, 0, 0, 41.2128257, -103.6927108, 1501.6182555, 0, 3.9074, 23.1412, 
17:6:37, 18391.0034484, 926, 0.0, 137.7719955, 0, 132.1920089, 0, 0, 0, 0, 41.2126884, -103.6933212, 1502.0622253, 0, 3.9074, 23.2878, 
