Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),Begin calibration... Waiting for calibration messages.Calibration timed-out...Offset is set as default: 507 Hz GPS lost
0:0:0, 19443.0039367, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 21.9565, 
0:0:0, 20444.0039367, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.1034, 
0:0:0, 21443.0041198, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 21.9565, 
0:0:0, 22444.0043029, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 21.9565, 
0:0:0, 23443.004425, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 21.9565, 
0:0:0, 24443.0046691, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 21.9565, 
0:0:0, 25443.0049133, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 21.9565, 
0:0:0, 26443.0049133, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 21.9565, 
0:0:0, 27443.0054016, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 21.9565, 
0:0:0, 28443.0054016, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 21.9565, 
0:0:0, 29444.0058898, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 21.9565, 
0:0:0, 30443.0058898, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 21.9565, 
