Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),Begin calibration... Waiting for calibration messages.Calibration timed-out...Offset is set as default: 507 Hz GPS lost
17:7:25, 30572.0058898, 547, 0.0, 137.4480056, 0, 134.0640029, 0, 0, 0, 0, 41.2071685, -103.7140808, 1506.7342224, 0, 9.7263, 23.4300, 
17:7:26, 31519.0060729, 597, 0.0, 137.5560073, 0, 133.812004, 0, 0, 0, 0, 41.2070541, -103.7145233, 1507.1302185, 0, 9.8080, 23.4300, 
17:7:27, 32470.0062561, 646, 0.0, 137.5560073, 0, 133.5600051, 0, 0, 0, 0, 41.206932, -103.7149505, 1507.3492126, 0, 9.7263, 23.2743, 
17:7:29, 34134.0065994, 722, 0.0, 137.4840011, 0, 133.164009, 0, 0, 0, 0, 41.2067489, -103.7156295, 1507.6542663, 0, 9.7263, 23.2743, 
17:7:30, 35080.0068359, 761, 0.0, 137.5560073, 0, 132.9840011, 0, 0, 0, 0, 41.2066574, -103.7159729, 1507.5901794, 0, 9.7263, 23.374, 
17:7:31, 36030.0068359, 818, 0.0, 138.2760085, 0, 132.6960067, 0, 0, 0, 0, 41.20652, -103.7164917, 1507.822235, 0, 9.8080, 23.374, 
17:7:32, 36975.0068969, 876, 0.0, 137.8440017, 0, 132.4440078, 0, 0, 0, 0, 41.2063789, -103.7170028, 1508.150238, 0, 9.7263, 23.1936, 
17:7:33, 37922.0073852, 908, 0.0, 137.9160079, 0, 132.2999954, 0, 0, 0, 0, 41.2063026, -103.7172927, 1508.426239, 0, 9.7263, 23.374, 
17:7:34, 38870.0073852, 953, 0.0, 137.5560073, 0, 132.0840072, 0, 0, 0, 0, 41.2061958, -103.7176971, 1508.9842223, 0, 9.7263, 23.374, 
17:7:34, 39821.0078735, 973, 0.0, 137.5560073, 0, 131.9760055, 0, 0, 0, 0, 41.2061424, -103.7178726, 1509.3351745, 0, 9.7263, 23.374, 
17:7:35, 40766.0078735, 1010, 0.0, 137.4480056, 0, 131.8320083, 0, 0, 0, 0, 41.2060546, -103.7182006, 1509.7771911, 0, 9.7263, 23.374, 
17:7:36, 41440.0080261, 1051, 0.0, 137.5560073, 0, 131.6520003, 0, 0, 0, 0, 41.2059516, -103.7185745, 1509.9482116, 0, 9.7263, 23.2743, 
17:7:37, 42440.0082092, 1126, 0.0, 137.4119949, 0, 131.2919998, 0, 0, 0, 0, 41.20578, -103.7192382, 1510.3411559, 0, 9.8080, 23.374, 
17:7:38, 43441.0083312, 1174, 0.0, 137.4480056, 0, 131.0759963, 0, 0, 0, 0, 41.2056655, -103.7196655, 1510.5381774, 0, 9.7263, 23.2743, 
17:7:39, 44440.0085754, 1190, 0.0, 137.3759994, 0, 131.0040054, 0, 0, 0, 0, 41.2056274, -103.7198104, 1510.6111755, 0, 9.6829, 23.374, 
17:7:40, 45441.0088195, 1251, 0.0, 137.5199966, 0, 130.7159957, 0, 0, 0, 0, 41.2054786, -103.7203521, 1511.1631774, 0, 9.7263, 23.374, 
17:7:41, 46440.0088195, 1306, 0.0, 139.6440047, 0, 130.4639968, 0, 0, 0, 0, 41.2053489, -103.7208557, 1511.8671569, 0, 9.7263, 23.374, 
17:7:42, 47440.0093078, 1367, 0.0, 137.9160079, 0, 130.2119979, 0, 0, 0, 0, 41.205204, -103.7213897, 1512.1772155, 0, 9.7263, 23.374, 
17:7:43, 48440.0093078, 1405, 0.0, 137.4840011, 0, 130.0320053, 0, 0, 0, 0, 41.2051086, -103.7217331, 1512.3861999, 0, 9.7263, 23.374, 
17:7:44, 49440.0097961, 1453, 0.0, 137.5199966, 0, 129.8160018, 0, 0, 0, 0, 41.2049941, -103.7221679, 1512.2272643, 0, 9.7263, 23.374, 
17:7:45, 50440.007843, 1491, 0.0, 137.6279983, 0, 129.6360091, 0, 0, 0, 0, 41.2049026, -103.7225113, 1512.0712585, 0, 9.7263, 23.374, 
17:7:45, 51440.0080261, 1517, 0.0, 137.5920028, 0, 129.5280075, 0, 0, 0, 0, 41.2048377, -103.7227401, 1512.0352478, 0, 9.6829, 23.374, 
17:7:47, 52441.0082092, 1587, 0.0, 137.7000045, 0, 129.2040023, 0, 0, 0, 0, 41.2046699, -103.7233734, 1511.9252624, 0, 9.7643, 23.374, 
17:7:48, 53440.0083312, 1635, 0.0, 137.5199966, 0, 128.9879989, 0, 0, 0, 0, 41.2045516, -103.723793, 1512.0832214, 0, 9.7263, 23.374, 
17:7:49, 54440.0085754, 1702, 0.0, 137.5560073, 0, 128.664009, 0, 0, 0, 0, 41.2043914, -103.7243957, 1511.9772643, 0, 9.7263, 23.374, 
