Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),Begin calibration... Waiting for calibration messages.Received message 1. Received message 2. Received message 3. Received message 4. Received message 5. Received message 6. Calibration complete! Offset is: 581 Hz. 
0:0:0, 8670.0015258, 0, 0.0, 0, 0, 0, 0, 0, 0, 2769.9003295, 0, 0, 0, 0, 9.8898, 29.2579, 
0:0:0, 9578.0019836, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.8898, 29.2579,  GPS lost
0:0:0, 10257.0019683, 0, 0.0, 0, 28.0791129, 137.088005, 0, 0, 0, -1698.9002685, 0, 0, 0, 0, 9.8898, 29.4777, 
0:0:0, 11168.0021438, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 3660.3005981, 0, 0, 0, 0, 9.8898, 29.2579, 
0:0:0, 12582.0023498, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 3937.5005493, 0, 0, 0, 0, 9.8457, 29.2579, 
0:0:0, 13099.0024414, 0, 0.0, 0, 33.425106, 137.088005, 0, 0, 0, -2000.2503662, 0, 0, 0, 0, 9.8898, 29.2579, 
0:0:0, 14857.0027465, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 4000.5007324, 0, 0, 0, 0, 9.8898, 29.2579, 
0:0:0, 15389.0029602, 0, 0.0, 0, 32.065258, 137.088005, 0, 0, 0, -1958.2502441, 0, 0, 0, 0, 9.8898, 29.2579, 
0:0:0, 16301.0029602, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 3809.4004516, 0, 0, 0, 0, 9.8898, 29.2579, 
0:0:0, 17701.003479, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 3648.7505493, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 18397.0034484, 0, 0.0, 0, 28.6721, 137.088005, 0, 0, 0, -1794.4501953, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 19312.0039367, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 3481.8005676, 0, 0, 0, 0, 9.8898, 29.2579, 
0:0:0, 20894.0039672, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 3297.0005035, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 21801.0041503, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8898, 29.2579, 
0:0:0, 22705.0043334, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 23608.0044555, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8898, 29.2579, 
0:0:0, 24363.0046691, 0, 0.0, 0, 23.3377952, 137.088005, 0, 0, 0, -1492.0502624, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 25274.004898, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 3403.0505676, 0, 0, 0, 0, 9.8080, 29.4777, 
0:0:0, 26713.0049438, 0, 0.0, 0, 37.4485053, 137.088005, 0, 0, 0, 65.0999984, 0, 0, 0, 0, 9.8898, 29.2579, 
0:0:0, 27483.0054016, 0, 0.0, 0, 39.4894218, 137.088005, 0, 0, 0, 34.6500014, 0, 0, 0, 0, 9.7643, 29.2579, 
0:0:0, 28212.0053863, 0, 0.0, 0, 41.6228904, 137.088005, 0, 0, 0, 38.8499984, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 29622.0059204, 0, 0.0, 0, 43.375286, 137.088005, 0, 0, 0, 18.8999996, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 30309.0058898, 0, 0.0, 0, 44.4406394, 137.088005, 0, 0, 0, 19.9500007, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 31587.0060729, 0, 0.0, 0, 50.7169189, 137.088005, 0, 0, 0, 115.5000076, 0, 0, 0, 0, 9.8898, 29.2579, 
0:0:0, 32144.0062332, 0, 0.0, 0, 55.157402, 137.088005, 0, 0, 0, 107.1000061, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 33181.0063552, 0, 0.0, 0, 59.7286071, 137.088005, 0, 0, 0, 65.0999984, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 34153.0065994, 0, 0.0, 0, 63.010643, 137.088005, 0, 0, 0, 32.5499992, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 35085.0068359, 0, 0.0, 0, 65.4749526, 137.088005, 0, 0, 0, 32.5499992, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 36443.0068664, 0, 0.0, 0, 68.3130035, 137.088005, 0, 0, 0, 56.7000007, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 37293.0073394, 0, 0.0, 0, 72.2777023, 137.088005, 0, 0, 0, 46.2000007, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 38094.0073242, 0, 0.0, 0, 76.2521285, 137.088005, 0, 0, 0, 43.0499992, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 39233.0078277, 0, 0.0, 0, 81.4927825, 137.088005, 0, 0, 0, 66.1500015, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 40322.007843, 0, 0.0, 0, 84.607254, 137.088005, 0, 0, 0, 51.4500007, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 41357.0080261, 0, 0.0, 0, 88.9884566, 137.088005, 0, 0, 0, 60.9000014, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 42350.0082092, 0, 0.0, 0, 92.1116943, 137.088005, 0, 0, 0, 40.9500007, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 43320.0083312, 0, 0.0, 0, 94.2973098, 137.088005, 0, 0, 0, 22.0499992, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 44262.0085601, 0, 0.0, 0, 96.4554824, 137.088005, 0, 0, 0, 28.3500003, 0, 0, 0, 0, 9.7643, 29.2579, 
0:0:0, 45188.0087966, 0, 0.0, 0, 98.665573, 137.088005, 0, 0, 0, 35.7000007, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 46096.008789, 0, 0.0, 0, 100.4189147, 137.088005, 0, 0, 0, 35.7000007, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 47345.0093078, 0, 0.0, 0, 94.7937088, 137.088005, 0, 0, 0, -45.1500015, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 48309.0093078, 0, 0.0, 0, 92.1477889, 137.088005, 0, 0, 0, -43.0499992, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 49307.0097961, 0, 0.0, 0, 89.1359939, 137.088005, 0, 0, 0, -36.75, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 50338.007843, 0, 0.0, 0, 86.172554, 137.088005, 0, 0, 0, -37.7999992, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 51404.0080261, 0, 0.0, 0, 83.6556319, 137.088005, 0, 0, 0, -33.5999984, 0, 0, 0, 0, 9.8080, 29.4777, 
0:0:0, 52134.0081863, 0, 0.0, 0, 81.8543624, 137.088005, 0, 0, 0, -35.7000007, 0, 0, 0, 0, 9.8898, 29.2579, 
0:0:0, 53261.008316, 0, 0.0, 0, 78.9805068, 137.088005, 0, 0, 0, -39.9000014, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 54429.0085754, 0, 0.0, 0, 76.3542251, 137.088005, 0, 0, 0, -27.2999992, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 55230.0088043, 0, 0.0, 0, 74.6015701, 137.088005, 0, 0, 0, -21, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 56468.0088195, 0, 0.0, 0, 71.8293685, 137.088005, 0, 0, 0, -24.1499996, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 57322.0093078, 0, 0.0, 0, 69.6145171, 137.088005, 0, 0, 0, -35.7000007, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 58199.0092849, 0, 0.0, 0, 68.1460113, 137.088005, 0, 0, 0, -22.0499992, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 59097.0097656, 0, 0.0, 0, 66.4600524, 137.088005, 0, 0, 0, -21, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 60490.0117492, 0, 0.0, 0, 63.7902946, 137.088005, 0, 0, 0, -17.8500003, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 61455.0119323, 0, 0.0, 0, 61.7007675, 137.088005, 0, 0, 0, -30.4500007, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 62449.0121154, 0, 0.0, 0, 60.1351776, 137.088005, 0, 0, 0, -21, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 63471.0122375, 0, 0.0, 0, 58.2621154, 137.088005, 0, 0, 0, -21, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 64527.0124816, 0, 0.0, 0, 56.3651351, 137.088005, 0, 0, 0, -23.1000003, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 65068.0126953, 0, 0.0, 0, 55.5137634, 137.088005, 0, 0, 0, -21, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 66177.0127029, 0, 0.0, 0, 53.4724769, 137.088005, 0, 0, 0, -27.2999992, 0, 0, 0, 0, 9.8080, 29.4216, 
0:0:0, 67324.0132141, 0, 0.0, 0, 51.7646904, 137.088005, 0, 0, 0, -19.9500007, 0, 0, 0, 0, 9.8080, 29.6411, 
0:0:0, 68513.0132141, 0, 0.0, 0, 50.0039825, 137.088005, 0, 0, 0, -17.8500003, 0, 0, 0, 0, 9.7643, 29.2579, 
0:0:0, 69125.0136795, 0, 0.0, 0, 49.0690727, 137.088005, 0, 0, 0, -19.9500007, 0, 0, 0, 0, 9.7643, 29.4777, 
0:0:0, 70383.0156555, 0, 0.0, 0, 47.181755, 137.088005, 0, 0, 0, -18.8999996, 0, 0, 0, 0, 9.8080, 29.2579, 
0:0:0, 71695.0158691, 0, 0.0, 0, 45.2017745, 137.088005, 0, 0, 0, -19.9500007, 0, 0, 0, 0, 9.8080, 29.2579, 
