Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),Begin calibration... Waiting for calibration messages.Calibration timed-out...Offset is set as default: 507 Hz GPS lost
23:3:5, 20081.0039062, 0, 0.0, 1.1519999, 0, 137.088005, 0, 0, 0, 0, 40.6371154, -116.9449157, 1369.9882506, 0, 9.6016, 24.5243, 
23:3:6, 21038.0040893, 0, 0.0, 1.0079998, 0, 137.088005, 0, 0, 0, 0, 40.6371154, -116.9449157, 1370.0052185, 0, 9.6446, 24.5243, 
23:3:7, 21988.0041503, 1, 0.0, 0.5759999, 0, 137.088005, 0, 0, 0, 0, 40.6371192, -116.9449309, 1369.8992614, 0, 9.6446, 24.1340, 
23:3:8, 22939.0043334, 1, 0.0, 0.4319999, 0, 137.088005, 0, 0, 0, 0, 40.6371268, -116.9449309, 1369.7902526, 0, 9.6446, 24.2913, 
23:3:8, 23891.0044555, 1, 0.0, 0.8639999, 0, 137.088005, 0, 0, 0, 0, 40.6371268, -116.9449309, 1369.8572692, 0, 9.6829, 24.2913, 
23:3:9, 24847.0046997, 1, 0.0, 1.1159999, 0, 137.088005, 0, 0, 0, 0, 40.6371268, -116.9449309, 1369.8671569, 0, 9.7263, 24.5243, 
23:3:10, 25798.0049438, 1, 0.0, 0.9, 0, 137.088005, 0, 0, 0, 0, 40.6371268, -116.9449309, 1369.7862243, 0, 9.6446, 24.1340, 
23:3:11, 26747.0049438, 1, 0.0, 0.8639999, 0, 137.088005, 0, 0, 0, 0, 40.6371268, -116.9449309, 1369.6022643, 0, 9.6446, 24.1340, 
23:3:11, 27699.0054321, 1, 0.0, 0.8639999, 0, 137.088005, 0, 0, 0, 0, 40.6371268, -116.9449309, 1369.6022643, 0, 9.5628, 24.2913, 
23:3:11, 28654.0054321, 1, 0.0, 0.8639999, 0, 137.088005, 0, 0, 0, 0, 40.6371268, -116.9449309, 1369.6022643, 0, 9.6446, 24.2913, 
23:3:11, 29605.0059204, 1, 0.0, 0.8639999, 0, 137.088005, 0, 0, 0, 0, 40.6371268, -116.9449309, 1369.6022643, 0, 9.6446, 24.4487, 
23:3:11, 30558.0058898, 1, 0.0, 0.8639999, 0, 137.088005, 0, 0, 0, 0, 40.6371268, -116.9449309, 1369.6022643, 0, 9.7263, 24.2913, 
23:3:11, 31509.0060729, 1, 0.0, 0.8639999, 0, 137.088005, 0, 0, 0, 0, 40.6371268, -116.9449309, 1369.6022643, 0, 9.6446, 24.2913, 
23:3:11, 32464.0062561, 1, 0.0, 0.8639999, 0, 137.088005, 0, 0, 0, 0, 40.6371268, -116.9449309, 1369.6022643, 0, 9.6446, 24.2913, 
23:3:11, 34135.0065994, 1, 0.0, 0.8639999, 0, 137.088005, 0, 0, 0, 0, 40.6371268, -116.9449309, 1369.6022643, 0, 9.6016, 24.2913, 
23:3:11, 35086.0068359, 1, 0.0, 0.8639999, 0, 137.088005, 0, 0, 0, 0, 40.6371268, -116.9449309, 1369.6022643, 0, 9.6016, 24.2913, 
23:3:11, 36037.0068359, 1, 0.0, 0.8639999, 0, 137.088005, 0, 0, 0, 0, 40.6371268, -116.9449309, 1369.6022643, 0, 9.6446, 24.1340,  GPS lost
23:3:22, 37007.0073242, 0, 0.0, 0.8279999, 0, 137.088005, 0, 0, 0, 0, 40.6371154, -116.9449004, 1369.5992126, 0, 9.6446, 24.2913, 
23:3:22, 37959.0073852, 4, 0.0, 0.6119999, 0, 137.088005, 0, 0, 0, 0, 40.6370887, -116.9448775, 1369.6531676, 0, 9.6016, 24.2913, 
23:3:23, 38912.0073852, 3, 0.0, 0.7199999, 0, 137.088005, 0, 0, 0, 0, 40.6370887, -116.9448928, 1369.6862487, 0, 9.6446, 24.1340, 
23:3:24, 39865.0078735, 4, 0.0, 0.7919999, 0, 137.088005, 0, 0, 0, 0, 40.6370887, -116.9448775, 1369.8132018, 0, 9.5628, 24.1340, 
23:3:25, 40819.0078735, 5, 0.0, 1.0799999, 0, 137.088005, 0, 0, 0, 0, 40.6370811, -116.9448775, 1369.7112732, 0, 9.6446, 24.2913, 
23:3:27, 41771.0080566, 5, 0.0, 0.6119999, 0, 137.088005, 0, 0, 0, 0, 40.6370811, -116.9448775, 1369.7411804, 0, 9.6446, 24.1340, 
23:3:28, 42723.0082397, 5, 0.0, 0.3959999, 0, 137.088005, 0, 0, 0, 0, 40.6370811, -116.9448775, 1369.9651794, 0, 9.6446, 24.2913, 
23:3:28, 43673.0083618, 5, 0.0, 0.9, 0, 137.088005, 0, 0, 0, 0, 40.6370811, -116.9448775, 1370.2062683, 0, 9.6446, 24.2913, 
23:3:29, 44627.0086059, 4, 0.0, 0.5759999, 0, 137.088005, 0, 0, 0, 0, 40.6370887, -116.9448775, 1370.426239, 0, 9.6446, 24.2913, 
23:3:30, 45578.0088195, 5, 0.0, 1.7639999, 0, 137.088005, 0, 0, 0, 0, 40.6370773, -116.9448775, 1370.8401794, 0, 9.6446, 24.2913, 
23:3:31, 46529.0088195, 7, 0.0, 4.8239998, 0, 137.0519943, 0, 0, 0, 0, 40.6370544, -116.9448623, 1372.2602233, 0, 9.6446, 24.1340, 
23:3:32, 47584.0093078, 13, 0.0, 7.4159998, 0, 137.0519943, 0, 0, 0, 0, 40.6370162, -116.9448241, 1374.9252624, 0, 9.6446, 24.1340, 
23:3:34, 49139.0097732, 15, 0.0, 2.7359998, 0, 137.0519943, 0, 0, 0, 0, 40.6370048, -116.9448165, 1375.9272155, 0, 9.6446, 24.2913, 
23:3:34, 50093.0078124, 14, 0.0, 1.6559998, 0, 137.0519943, 0, 0, 0, 0, 40.6370124, -116.9448165, 1376.0502624, 0, 9.6446, 24.1340, 
23:3:35, 51045.0079956, 14, 0.0, 0.1799999, 0, 137.0519943, 0, 0, 0, 0, 40.6370124, -116.9448165, 1376.0381774, 0, 9.6446, 24.2913, 
23:3:37, 52008.0081787, 13, 0.0, 0.1439999, 0, 137.0519943, 0, 0, 0, 0, 40.6370124, -116.9448241, 1375.7771911, 0, 9.6446, 24.2913, 
23:3:38, 52973.0082397, 13, 0.0, 1.2239999, 0, 137.0519943, 0, 0, 0, 0, 40.6370162, -116.9448241, 1375.7342224, 0, 9.6446, 24.2913, 
23:3:38, 53926.0083618, 13, 0.0, 1.1159999, 0, 137.0519943, 0, 0, 0, 0, 40.6370162, -116.9448241, 1375.7411804, 0, 9.6446, 24.1340, 
23:3:38, 54878.0086059, 13, 0.0, 1.1159999, 0, 137.0519943, 0, 0, 0, 0, 40.6370162, -116.9448241, 1375.7411804, 0, 9.5628, 24.2913, 
23:3:38, 55833.00885, 13, 0.0, 1.1159999, 0, 137.0519943, 0, 0, 0, 0, 40.6370162, -116.9448241, 1375.7411804, 0, 9.6016, 24.2913, 
23:3:38, 56783.00885, 13, 0.0, 1.1159999, 0, 137.0519943, 0, 0, 0, 0, 40.6370162, -116.9448241, 1375.7411804, 0, 9.6016, 24.3675, 
