Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),Begin calibration... Waiting for calibration messages.Calibration timed-out...Offset is set as default: 507 Hz GPS lost
17:17:48, 19452.0039367, 8050, 0.0, 129.383995, 0, 19.9799994, 0, 0, 0, 0, 41.192707, -103.9846572, 1527.8062438, 0, 9.8080, 23.1936, 
17:17:49, 20452.0039367, 8050, 0.0, 129.312004, 0, 19.9799994, 0, 0, 0, 0, 41.1926994, -103.985176, 1528.2421569, 0, 9.6829, 23.1936, 
17:17:51, 21452.0041198, 8050, 0.0, 129.0239944, 0, 19.9799994, 0, 0, 0, 0, 41.1926841, -103.9856872, 1528.2442321, 0, 9.8080, 23.4300, 
17:17:51, 22453.0043029, 8050, 0.0, 129.383995, 0, 19.9799994, 0, 0, 0, 0, 41.1926765, -103.9859771, 1527.9822692, 0, 9.7263, 23.4300, 
17:17:52, 23452.004425, 8050, 0.0, 129.1680068, 0, 19.9799994, 0, 0, 0, 0, 41.1926727, -103.9862594, 1527.5402526, 0, 9.6829, 23.4300, 
17:17:53, 24453.0046691, 8050, 0.0, 129.312004, 0, 19.9799994, 0, 0, 0, 0, 41.1926536, -103.9867248, 1526.7222595, 0, 9.6829, 23.1936, 
17:17:54, 25452.0049133, 8050, 0.0, 129.2399978, 0, 19.9799994, 0, 0, 0, 0, 41.1926383, -103.9869765, 1526.4932556, 0, 9.7263, 23.4300, 
17:17:55, 26452.0049133, 8050, 0.0, 129.2040023, 0, 19.9799994, 0, 0, 0, 0, 41.1926155, -103.9876327, 1526.5121765, 0, 9.7263, 23.1936, 
17:17:56, 27452.0054016, 8050, 0.0, 129.3479995, 0, 19.9799994, 0, 0, 0, 0, 41.1925964, -103.9881667, 1526.4851989, 0, 9.7263, 23.1936, 
17:17:57, 28452.0054016, 8050, 0.0, 129.4200057, 0, 19.9799994, 0, 0, 0, 0, 41.1925697, -103.988594, 1526.1152038, 0, 9.6829, 23.3500, 
17:17:58, 29452.0058898, 8050, 0.0, 129.3479995, 0, 19.9799994, 0, 0, 0, 0, 41.1925392, -103.9890365, 1525.513153, 0, 9.8080, 23.1936, 
17:17:59, 30452.0058898, 8050, 0.0, 129.6360091, 0, 19.9799994, 0, 0, 0, 0, 41.1925201, -103.9893645, 1525.1092224, 0, 9.7263, 23.4300, 
17:18:0, 31553.0060729, 8050, 0.0, 129.8160018, 0, 19.9799994, 0, 0, 0, 0, 41.1924858, -103.9897994, 1524.5042419, 0, 9.7263, 23.1936, 
17:18:1, 32452.0062561, 8050, 0.0, 129.4919967, 0, 19.9799994, 0, 0, 0, 0, 41.1924552, -103.990219, 1524.1211852, 0, 9.7263, 23.1936, 
