Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),Begin calibration... Waiting for calibration messages.Received message 1. Received message 2. Received message 3. Received message 4. Received message 5. Received message 6. Calibration complete! Offset is: 522 Hz. 
0:0:0, 8074.0014648, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.8898, 25.7137, 
0:0:0, 8973.0015258, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.8898, 25.5550, 
0:0:0, 9866.0020141, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.5550,  GPS lost
0:0:0, 10760.0020141, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8898, 25.5550, 
0:0:0, 11657.0021972, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.7843, 
0:0:0, 12554.0023498, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.5550, 
0:0:0, 13455.0024719, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8898, 25.5550, 
0:0:0, 15206.0029449, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 25.7843, 
0:0:0, 16104.0029373, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.5550, 
0:0:0, 17002.0034179, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.5550, 
0:0:0, 17899.003479, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.7137, 
0:0:0, 18796.003479, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8898, 25.7137, 
0:0:0, 19699.0039672, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.7137, 
0:0:0, 20596.0039367, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.5550, 
0:0:0, 21493.0041198, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.5550, 
0:0:0, 22390.0043029, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 25.7137, 
0:0:0, 24138.0046463, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.7137, 
0:0:0, 25036.0048828, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.7137, 
0:0:0, 25939.0049438, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.7137, 
0:0:0, 26836.0049438, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.7137, 
0:0:0, 27735.0054321, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.5550, 
0:0:0, 28632.0054321, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.5550, 
0:0:0, 29529.0058898, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.7137, 
0:0:0, 30432.0058898, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.5550, 
0:0:0, 32180.0062332, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.5550, 
0:0:0, 33078.0063476, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 25.9426, 
0:0:0, 33975.0064086, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.5550, 
0:0:0, 34873.0066528, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.7843, 
0:0:0, 35780.0068969, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 25.7137, 
0:0:0, 36683.0068969, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.5550, 
0:0:0, 37580.0073547, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.5550, 
0:0:0, 38478.0073547, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.5550, 
0:0:0, 40064.0078124, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -173.2500076, 0, 0, 0, 0, 9.8080, 25.5550, 
0:0:0, 40965.0078735, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.7137, 
0:0:0, 41866.0080566, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.7137, 
0:0:0, 42765.0082397, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.5550, 
0:0:0, 44156.0085525, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -240.4500121, 0, 0, 0, 0, 9.8080, 25.7137, 
0:0:0, 44640.0086059, 0, 0.0, 0, 35.4325141, 137.088005, 0, 0, 0, 492.4500427, 0, 0, 0, 0, 9.8080, 25.9426, 
0:0:0, 45472.0088195, 0, 0.0, 0, 36.8241271, 137.088005, 0, 0, 0, 10.5, 0, 0, 0, 0, 9.8080, 25.5550, 
0:0:0, 47042.0092773, 0, 0.0, 0, 39.8473205, 137.088005, 0, 0, 0, 16.7999992, 0, 0, 0, 0, 9.8080, 25.7137, 
0:0:0, 47764.0093383, 0, 0.0, 0, 41.8650436, 137.088005, 0, 0, 0, 17.8500003, 0, 0, 0, 0, 9.8080, 25.9426, 
0:0:0, 48470.0093078, 0, 0.0, 0, 42.5908737, 137.088005, 0, 0, 0, 6.3000001, 0, 0, 0, 0, 9.8080, 25.7137, 
0:0:0, 49826.0098266, 0, 0.0, 0, 45.72015, 137.088005, 0, 0, 0, 19.9500007, 0, 0, 0, 0, 9.7643, 25.7137, 
0:0:0, 50471.007843, 0, 0.0, 0, 46.8674087, 137.088005, 0, 0, 0, 11.5500001, 0, 0, 0, 0, 9.8080, 25.7137, 
0:0:0, 51801.0080566, 0, 0.0, 0, 44.1714973, 137.088005, 0, 0, 0, -14.6999997, 0, 0, 0, 0, 9.7643, 25.7137, 
0:0:0, 52502.0082092, 0, 0.0, 0, 42.4927711, 137.088005, 0, 0, 0, -15.75, 0, 0, 0, 0, 9.7643, 25.5550, 
0:0:0, 53961.0083618, 0, 0.0, 0, 40.8153304, 137.088005, 0, 0, 0, -5.2499999, 0, 0, 0, 0, 9.8080, 25.5550, 
0:0:0, 54710.0086059, 0, 0.0, 0, 39.8321418, 137.088005, 0, 0, 0, -8.3999996, 0, 0, 0, 0, 9.8080, 25.7843, 
0:0:0, 55478.0088195, 0, 0.0, 0, 39.2096595, 137.088005, 0, 0, 0, -5.2499999, 0, 0, 0, 0, 9.8080, 25.9426, 
0:0:0, 57055.0092773, 0, 0.0, 0, 37.4835662, 137.088005, 0, 0, 0, -5.2499999, 0, 0, 0, 0, 9.8080, 25.7843, 
0:0:0, 57839.0093383, 0, 0.0, 0, 38.3811225, 137.088005, 0, 0, 0, 7.3499998, 0, 0, 0, 0, 9.8080, 25.5550, 
