Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),
17:1:50, 4511.0007629, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 41.2086257, -103.3342285, 1358.0192565, 0, 9.9715, 23.4300, 
17:1:52, 5454.001007, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 41.2086257, -103.3342285, 1358.0192565, 0, 9.9715, 23.1936, 
17:1:52, 6402.001007, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 41.2086257, -103.3342285, 1358.0192565, 0, 9.8898, 23.1936, 
17:1:53, 7344.0014953, 8653, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 41.2127113, -103.413208, 1357.9632262, 0, 9.8080, 23.1936, 
17:1:54, 8286.0014801, 17104, 0.0, 137.159996, 0, 19.9799994, 0, 0, 0, 0, 41.2167816, -103.4923705, 1360.9131774, 0, 9.8080, 23.1936, 
17:1:55, 9014.0019531, 13608, 0.0, 136.8720016, 0, 19.9799994, 0, 0, 0, 0, 41.2216224, -103.5714797, 1473.4832458, 0, 9.8080, 23.4300, 
17:1:56, 10014.0019531, 13533, 0.0, 136.3320083, 0, 19.9799994, 0, 0, 0, 0, 41.2215347, -103.5721511, 1456.2642517, 0, 9.7643, 23.3500, 
17:1:58, 11015.0021362, 13455, 0.0, 135.8279952, 0, 19.9799994, 0, 0, 0, 0, 41.2215042, -103.5728683, 1448.1462097, 0, 9.8080, 23.3500, 
17:1:58, 12014.0023193, 13418, 0.0, 135.288002, 0, 19.9799994, 0, 0, 0, 0, 41.2215118, -103.5732192, 1447.1731872, 0, 9.6829, 23.1936, 
17:1:59, 13015.0024414, 13399, 0.0, 135.2520065, 0, 19.9799994, 0, 0, 0, 0, 41.2215118, -103.5733871, 1447.3992614, 0, 9.8080, 23.3500, 
17:1:59, 14014.0026855, 13399, 0.0, 135.2520065, 0, 19.9799994, 0, 0, 0, 0, 41.2215118, -103.5733871, 1447.3992614, 0, 9.8080, 23.1936, 
17:1:59, 15014.0029296, 13399, 0.0, 135.2520065, 0, 19.9799994, 0, 0, 0, 0, 41.2215118, -103.5733871, 1447.3992614, 0, 9.7263, 23.3500, 
17:1:59, 16014.0029296, 13399, 0.0, 135.2520065, 0, 19.9799994, 0, 0, 0, 0, 41.2215118, -103.5733871, 1447.3992614, 0, 9.7643, 23.1936, 
17:1:59, 17014.0034179, 13399, 0.0, 135.2520065, 0, 19.9799994, 0, 0, 0, 0, 41.2215118, -103.5733871, 1447.3992614, 0, 9.8080, 23.1936, 
17:1:59, 18014.0034179, 13399, 0.0, 135.2520065, 0, 19.9799994, 0, 0, 0, 0, 41.2215118, -103.5733871, 1447.3992614, 0, 9.7263, 23.5859, 
17:1:59, 19014.0039062, 13399, 0.0, 135.2520065, 0, 19.9799994, 0, 0, 0, 0, 41.2215118, -103.5733871, 1447.3992614, 0, 9.8080, 23.3500, 
17:1:59, 20015.0039062, 13399, 0.0, 135.2520065, 0, 19.9799994, 0, 0, 0, 0, 41.2215118, -103.5733871, 1447.3992614, 0, 9.8080, 23.1936, 
17:1:59, 21014.0040893, 13399, 0.0, 135.2520065, 0, 19.9799994, 0, 0, 0, 0, 41.2215118, -103.5733871, 1447.3992614, 0, 9.8080, 23.1936, 
17:1:59, 22014.0042724, 13399, 0.0, 135.2520065, 0, 19.9799994, 0, 0, 0, 0, 41.2215118, -103.5733871, 1447.3992614, 0, 9.8898, 23.1936,  GPS lost
17:2:9, 23014.0043945, 13228, 0.0, 135.3960037, 0, 19.9799994, 0, 0, 0, 0, 41.2215118, -103.5749587, 1449.8871764, 0, 9.8080, 23.1936, 
17:2:10, 24014.0046386, 12868, 0.0, 135.5759963, 0, 19.9799994, 0, 0, 0, 0, 41.2215118, -103.5782699, 1454.7621765, 0, 9.7263, 23.1936, 
17:2:11, 25014.0048828, 12819, 0.0, 135.9000014, 0, 19.9799994, 0, 0, 0, 0, 41.2215156, -103.5787277, 1454.8322448, 0, 9.7263, 23.1936, 
17:2:12, 26014.0048828, 12740, 0.0, 136.6920089, 0, 19.9799994, 0, 0, 0, 0, 41.2215232, -103.5794525, 1454.9711608, 0, 9.8080, 23.1936, 
17:2:13, 27015.005371, 12704, 0.0, 136.907997, 0, 19.9799994, 0, 0, 0, 0, 41.2215232, -103.5797805, 1454.7842712, 0, 9.8080, 23.4300, 
17:2:14, 28016.005371, 12651, 0.0, 136.9800033, 0, 19.9799994, 0, 0, 0, 0, 41.221527, -103.5802688, 1454.6271667, 0, 9.8080, 23.4300, 
