Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),Begin calibration... Waiting for calibration messages.Received message 1. Received message 2. Received message 3. Received message 4. Received message 5. Received message 6. Calibration complete! Offset is: 507 Hz. 
0:0:0, 8420.0014953, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 25.8726, 
0:0:0, 9320.0019836, 0, 0.0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 26.1011,  GPS lost
0:0:0, 10214.0019683, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.8726, 
0:0:0, 11112.0021438, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.9426, 
0:0:0, 12010.0023193, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 25.8726, 
0:0:0, 12907.0023803, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 25.9426, 
0:0:0, 13810.0025024, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 25.8726, 
0:0:0, 15558.0029602, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 26.1011, 
0:0:0, 16456.0029602, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.7137, 
0:0:0, 17353.0034484, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.8726, 
0:0:0, 18251.0034332, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.8726, 
0:0:0, 19148.0039138, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.8726, 
0:0:0, 20051.0039062, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 25.9426, 
0:0:0, 20948.0039672, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 25.8726, 
0:0:0, 21846.0041503, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.7137, 
0:0:0, 22743.0043334, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 26.1011, 
0:0:0, 24492.0046691, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.8726, 
0:0:0, 25390.0049133, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.8726, 
0:0:0, 26293.004898, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.8726, 
0:0:0, 27134.0053787, 0, 0.0, 0, 24.2624874, 137.088005, 0, 0, 0, 193.2000045, 0, 0, 0, 0, 9.8080, 25.8726, 
0:0:0, 28040.005371, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -179.5500106, 0, 0, 0, 0, 9.8080, 25.8726, 
0:0:0, 28941.0054321, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 25.8726, 
0:0:0, 29839.0059204, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 25.7137, 
0:0:0, 30742.0059204, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 26.1011, 
0:0:0, 32465.0062561, 0, 0.0, 0, 32.7865219, 137.088005, 0, 0, 0, 266.7000274, 0, 0, 0, 0, 9.8080, 25.8726, 
