Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),Begin calibration... Waiting for calibration messages.Calibration timed-out...Offset is set as default: 507 Hz GPS lost
0:0:0, 19872.0039672, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 3.9244, 27.5331, 
0:0:0, 20764.0039672, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 27.4787, 
0:0:0, 21661.0041503, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 27.3265, 
0:0:0, 22554.0043029, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 27.5331, 
0:0:0, 23446.004425, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 3.9244, 27.3265, 
0:0:0, 24337.0046691, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 3.9244, 27.5331, 
0:0:0, 25230.004898, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 3.9244, 27.5331, 
0:0:0, 26979.0049438, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 3.9244, 27.5331, 
0:0:0, 27872.0054321, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 3.9244, 27.5331, 
0:0:0, 28764.0054321, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 27.5331, 
0:0:0, 29655.0059204, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 3.9244, 27.5331, 
0:0:0, 30547.0058898, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 27.5331, 
0:0:0, 31439.0060729, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 3.9244, 27.3265, 
0:0:0, 32336.0062561, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 3.9244, 27.5331, 
0:0:0, 33228.0063629, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 3.9244, 27.5331, 
0:0:0, 34971.0066528, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 3.9244, 27.5331, 
