Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),
16:27:15, 4473.0007629, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 41.1133499, -102.7145767, 1241.529251, 0, 9.8898, 23.374, 
16:27:16, 5416.001007, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 41.1133499, -102.7145767, 1241.529251, 0, 9.8898, 23.374, 
16:27:17, 6362.001007, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 41.1133499, -102.7145767, 1241.529251, 0, 9.8898, 23.2743, 
16:27:18, 7302.0014953, 425, 0.0, 94.6439971, 0, 135.2159957, 0, 0, 0, 0, 41.113285, -102.7279281, 1241.7592315, 0, 9.8898, 23.374, 
16:27:19, 8247.0014801, 641, 0.0, 97.1999969, 0, 134.0999984, 0, 0, 0, 0, 41.1132698, -102.7347564, 1242.4052276, 0, 9.8898, 23.374, 
16:27:20, 9191.0019607, 645, 0.0, 99.8639983, 0, 134.0999984, 0, 0, 0, 0, 41.1133041, -102.734909, 1244.4722442, 0, 9.8898, 23.374, 
16:27:21, 10140.0019607, 660, 0.0, 99.7919921, 0, 133.9919967, 0, 0, 0, 0, 41.1133193, -102.7353897, 1250.7072296, 0, 9.8898, 23.374, 
16:27:22, 11085.0021362, 675, 0.0, 103.0680007, 0, 133.9200057, 0, 0, 0, 0, 41.1133041, -102.7358322, 1251.1951446, 0, 9.8898, 23.374, 
16:27:23, 12032.0023193, 690, 0.0, 99.4319991, 0, 133.8479995, 0, 0, 0, 0, 41.1132965, -102.7363433, 1247.9792022, 0, 9.8898, 23.374, 
16:27:25, 13680.0025024, 705, 0.0, 99.0359954, 0, 133.7760086, 0, 0, 0, 0, 41.1132621, -102.736763, 1247.5851592, 0, 9.8080, 23.374, 
16:27:26, 14629.0027465, 718, 0.0, 99.8279952, 0, 133.7040023, 0, 0, 0, 0, 41.1132545, -102.7371978, 1247.6332549, 0, 9.8080, 23.374, 
16:27:27, 15576.0029602, 728, 0.0, 99.8279952, 0, 133.6680068, 0, 0, 0, 0, 41.1132545, -102.7375183, 1247.9951934, 0, 9.8080, 23.374, 
16:27:28, 16520.0029602, 739, 0.0, 100.1160049, 0, 133.5960006, 0, 0, 0, 0, 41.1132545, -102.737854, 1248.2191924, 0, 9.8080, 22.8813, 
16:27:29, 17466.0034484, 749, 0.0, 99.8639983, 0, 133.5600051, 0, 0, 0, 0, 41.1132545, -102.738182, 1248.0391387, 0, 9.7643, 23.374, 
16:27:30, 18414.0034484, 759, 0.0, 99.7919921, 0, 133.4879989, 0, 0, 0, 0, 41.1132545, -102.7385025, 1248.0121612, 0, 9.8080, 23.374, 
16:27:31, 19360.0039367, 769, 0.0, 99.8999938, 0, 133.4520034, 0, 0, 0, 0, 41.1132545, -102.7388305, 1247.9801787, 0, 9.7643, 23.374, 
16:27:32, 20307.0039367, 780, 0.0, 100.0440063, 0, 133.3799972, 0, 0, 0, 0, 41.1132583, -102.7391662, 1248.0252227, 0, 9.8080, 23.1936, 
16:27:33, 21270.0041046, 787, 0.0, 99.8639983, 0, 133.3440017, 0, 0, 0, 0, 41.1132583, -102.7393798, 1247.9661407, 0, 9.8080, 23.374, 
16:27:33, 22220.0042877, 787, 0.0, 99.8639983, 0, 133.3440017, 0, 0, 0, 0, 41.1132583, -102.7393798, 1247.9661407, 0, 9.8080, 23.374, 
