Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),
15:58:3, 4653.0007934, 50, 0.0, 104.5800018, 0, 136.9800033, 0, 0, 0, 0, 41.0597305, -102.0352859, 1027.3782348, 0, 9.8080, 23.8200, 
15:58:4, 5400.001007, 99, 0.0, 104.7960052, 0, 136.8720016, 0, 0, 0, 0, 41.0596046, -102.035736, 1027.6881713, 0, 9.8080, 23.8200, 
15:58:5, 6150.0009841, 121, 0.0, 104.7960052, 0, 136.7639999, 0, 0, 0, 0, 41.0595474, -102.0359344, 1027.8301391, 0, 9.8080, 23.8200, 
15:58:6, 7598.0014953, 157, 0.0, 104.7600021, 0, 136.5840072, 0, 0, 0, 0, 41.0594558, -102.0362625, 1027.8272094, 0, 9.7643, 23.8200, 
15:58:7, 8345.0014953, 186, 0.0, 105.4440002, 0, 136.4399948, 0, 0, 0, 0, 41.0593795, -102.0365219, 1027.7322387, 0, 9.8080, 23.8200, 
15:58:7, 9092.0019531, 204, 0.0, 106.3080062, 0, 136.3320083, 0, 0, 0, 0, 41.0593261, -102.0366897, 1027.4331664, 0, 9.8080, 23.8200, 
15:58:8, 10544.0019836, 245, 0.0, 105.2639999, 0, 136.1520004, 0, 0, 0, 0, 41.0592193, -102.0370635, 1026.9431762, 0, 9.8080, 23.8200, 
15:58:9, 11291.0021514, 277, 0.0, 104.5440063, 0, 135.9720077, 0, 0, 0, 0, 41.0591278, -102.0373611, 1026.585144, 0, 9.8080, 23.8200, 
15:58:10, 12038.0023193, 306, 0.0, 105.1920013, 0, 135.8279952, 0, 0, 0, 0, 41.0590515, -102.0376205, 1026.6041869, 0, 9.8080, 23.8200, 
15:58:11, 13486.0024719, 351, 0.0, 105.9480056, 0, 135.6120071, 0, 0, 0, 0, 41.0589256, -102.0380248, 1025.6041869, 0, 9.8080, 23.8200, 
15:58:12, 14237.0027008, 376, 0.0, 105.9480056, 0, 135.4679946, 0, 0, 0, 0, 41.0588531, -102.0382461, 1024.703186, 0, 9.8080, 23.8200, 
15:58:13, 15685.0029907, 418, 0.0, 106.3800048, 0, 135.2520065, 0, 0, 0, 0, 41.0587387, -102.0386276, 1023.0061645, 0, 9.8080, 23.8200, 
15:58:15, 16432.0029602, 467, 0.0, 106.0200042, 0, 135.0000076, 0, 0, 0, 0, 41.0585937, -102.0390701, 1021.4021606, 0, 9.8080, 23.8200, 
15:58:15, 17191.0034255, 498, 0.0, 106.6320037, 0, 134.8559951, 0, 0, 0, 0, 41.0585136, -102.0393524, 1020.6422118, 0, 9.8080, 23.8200, 
15:58:17, 18639.003479, 554, 0.0, 106.812004, 0, 134.5680007, 0, 0, 0, 0, 41.058361, -102.0398483, 1019.9851684, 0, 9.8080, 23.8200, 
15:58:18, 19385.0039367, 574, 0.0, 106.5600051, 0, 134.459999, 0, 0, 0, 0, 41.0582961, -102.040039, 1019.8272094, 0, 9.8080, 23.8200, 
15:58:18, 20131.0039138, 596, 0.0, 106.4880065, 0, 134.3519973, 0, 0, 0, 0, 41.0582389, -102.0402374, 1019.9031982, 0, 9.7263, 23.8200, 
15:58:20, 21583.0041198, 669, 0.0, 105.7680053, 0, 133.9560012, 0, 0, 0, 0, 41.0580367, -102.0408935, 1020.637207, 0, 9.8080, 23.8200, 
15:58:21, 22330.0043029, 710, 0.0, 105.7320022, 0, 133.7399978, 0, 0, 0, 0, 41.0579299, -102.0412521, 1020.2841796, 0, 9.8080, 23.8200, 
15:58:22, 23077.0043945, 719, 0.0, 105.9480056, 0, 133.7040023, 0, 0, 0, 0, 41.0579032, -102.041336, 1020.2241821, 0, 9.8080, 23.6632, 
15:58:23, 24525.0046691, 757, 0.0, 106.3080062, 0, 133.5239944, 0, 0, 0, 0, 41.0578041, -102.0416793, 1020.3931884, 0, 9.8080, 23.8200, 
15:58:23, 25276.004898, 771, 0.0, 106.812004, 0, 133.4520034, 0, 0, 0, 0, 41.0577659, -102.041809, 1020.6091918, 0, 9.8080, 23.8200, 
15:58:25, 26022.0048828, 837, 0.0, 106.8479995, 0, 133.0920028, 0, 0, 0, 0, 41.057579, -102.0424041, 1021.0741577, 0, 9.8080, 23.8200, 
15:58:26, 27470.0054016, 888, 0.0, 106.6679992, 0, 132.8400039, 0, 0, 0, 0, 41.0574455, -102.0428619, 1021.0932006, 0, 9.8080, 23.6632, 
15:58:26, 28217.0053863, 896, 0.0, 106.8840026, 0, 132.8040084, 0, 0, 0, 0, 41.0574226, -102.0429305, 1021.1651611, 0, 9.8080, 23.8200, 
15:58:27, 29669.0059204, 932, 0.0, 106.1640014, 0, 132.6240005, 0, 0, 0, 0, 41.0573272, -102.0432586, 1021.3501586, 0, 9.8080, 23.8200, 
15:58:28, 30416.0058898, 965, 0.0, 107.1360015, 0, 132.4800033, 0, 0, 0, 0, 41.0572433, -102.0435562, 1021.5881957, 0, 9.8080, 24.545, 
15:58:30, 31163.0060501, 1013, 0.0, 105.0480041, 0, 132.2639999, 0, 0, 0, 0, 41.0571136, -102.0439834, 1021.4741821, 0, 9.8080, 23.6632, 
15:58:30, 32009.0062255, 1040, 0.0, 104.5080032, 0, 132.1559982, 0, 0, 0, 0, 41.0570373, -102.0442352, 1020.8841552, 0, 9.6829, 23.8200, 
15:58:31, 33009.0063476, 1076, 0.0, 105.1920013, 0, 131.9760055, 0, 0, 0, 0, 41.0569419, -102.0445556, 1020.9431762, 0, 9.7263, 23.8200, 
15:58:32, 34009.0065917, 1113, 0.0, 106.0559997, 0, 131.7959976, 0, 0, 0, 0, 41.0568389, -102.0448837, 1021.2962036, 0, 9.7263, 23.8200, 
15:58:33, 35009.0068359, 1136, 0.0, 105.2280044, 0, 131.7240066, 0, 0, 0, 0, 41.0567817, -102.0450897, 1021.2481689, 0, 3.9405, 24.234, 
