Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),Begin calibration... Waiting for calibration messages.Calibration timed-out...Offset is set as default: 507 Hz GPS lost
17:21:3, 19454.0039367, 8050, 0.0, 95.0399932, 0, 19.9799994, 0, 0, 0, 0, 41.1773185, -104.0583496, 1553.433197, 0, 9.7263, 23.1936, 
17:21:4, 20454.0039367, 8050, 0.0, 94.607994, 0, 19.9799994, 0, 0, 0, 0, 41.1771469, -104.0585555, 1554.5452575, 0, 9.6446, 23.1936, 
17:21:5, 21454.0041198, 8050, 0.0, 94.6439971, 0, 19.9799994, 0, 0, 0, 0, 41.1769714, -104.0587844, 1555.7032165, 0, 9.7263, 23.1936, 
17:21:6, 22454.0043029, 8050, 0.0, 93.6359939, 0, 19.9799994, 0, 0, 0, 0, 41.1768073, -104.0589904, 1556.532196, 0, 9.6446, 23.1936, 
17:21:7, 23454.004425, 8050, 0.0, 93.4559936, 0, 19.9799994, 0, 0, 0, 0, 41.1766395, -104.059204, 1557.1752624, 0, 9.6446, 23.1936, 
17:21:8, 24455.0046691, 8050, 0.0, 94.4999923, 0, 19.9799994, 0, 0, 0, 0, 41.1764793, -104.0594406, 1558.0002136, 0, 9.7263, 23.1936, 
17:21:9, 25454.0049133, 8050, 0.0, 94.6799926, 0, 19.9799994, 0, 0, 0, 0, 41.1763267, -104.0596771, 1558.9512633, 0, 9.6446, 23.1936, 
17:21:10, 26455.0049133, 8050, 0.0, 95.8679962, 0, 19.9799994, 0, 0, 0, 0, 41.1761741, -104.0599212, 1560.0862731, 0, 9.6446, 23.1936, 
17:21:11, 27454.0054016, 8050, 0.0, 95.7959976, 0, 19.9799994, 0, 0, 0, 0, 41.1760253, -104.0601577, 1560.8272399, 0, 9.7263, 23.1936, 
17:21:12, 28454.0054016, 8050, 0.0, 95.9759978, 0, 19.9799994, 0, 0, 0, 0, 41.1758575, -104.0604782, 1561.5102233, 0, 9.6446, 23.1936, 
17:21:13, 29454.0058898, 8050, 0.0, 96.4799957, 0, 19.9799994, 0, 0, 0, 0, 41.1757736, -104.0606536, 1561.8761901, 0, 9.6446, 23.1936, 
17:21:14, 30454.0058898, 8050, 0.0, 96.5159988, 0, 19.9799994, 0, 0, 0, 0, 41.17564, -104.0609512, 1562.6211852, 0, 9.7263, 23.1936, 
17:21:15, 31455.0060729, 8050, 0.0, 97.0199966, 0, 19.9799994, 0, 0, 0, 0, 41.1755142, -104.0612411, 1563.2142028, 0, 9.7263, 23.1936, 
17:21:16, 32454.0062561, 8050, 0.0, 97.2359924, 0, 19.9799994, 0, 0, 0, 0, 41.1754035, -104.061531, 1564.0032653, 0, 9.6446, 23.1936, 
17:21:16, 33455.0063781, 8050, 0.0, 97.4879989, 0, 19.9799994, 0, 0, 0, 0, 41.1753425, -104.0617065, 1564.1841735, 0, 9.6446, 23.1936, 
17:21:17, 34454.0066223, 8050, 0.0, 98.3159942, 0, 19.9799994, 0, 0, 0, 0, 41.1752242, -104.0620651, 1565.0942077, 0, 9.6446, 23.1936, 
17:21:19, 35454.0068664, 8050, 0.0, 98.459999, 0, 19.9799994, 0, 0, 0, 0, 41.1751212, -104.0624237, 1565.2952575, 0, 9.6446, 23.1936, 
17:21:20, 36454.0068664, 8050, 0.0, 98.2079925, 0, 19.9799994, 0, 0, 0, 0, 41.1750221, -104.0628585, 1565.3172302, 0, 9.6829, 23.1936, 
17:21:21, 37454.0073547, 8050, 0.0, 98.459999, 0, 19.9799994, 0, 0, 0, 0, 41.1749458, -104.0632324, 1564.9312438, 0, 9.7263, 23.1936, 
17:21:22, 38454.0073547, 8050, 0.0, 98.7119979, 0, 19.9799994, 0, 0, 0, 0, 41.1749229, -104.0634002, 1564.6292419, 0, 9.6016, 23.4300, 
17:21:23, 39454.007843, 8050, 0.0, 98.459999, 0, 19.9799994, 0, 0, 0, 0, 41.1748847, -104.0636444, 1564.5822448, 0, 9.7263, 23.1936, 
