Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),Begin calibration... Waiting for calibration messages.Calibration timed-out...Offset is set as default: 507 Hz GPS lost
19:12:23, 19806.0039672, 0, 0.0, 0.3239999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.6652526, 0, 3.8436, 34.7662, 
19:12:24, 20727.0039672, 0, 0.0, 0.1079999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.6562194, 0, 3.9189, 34.7662, 
19:12:25, 21643.0041503, 0, 0.0, 0.2159999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.6412048, 0, 3.9354, 34.7310, 
19:12:26, 22558.0043029, 0, 0.0, 0.0719999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.6442565, 0, 3.8436, 34.9270, 
19:12:27, 23474.004425, 0, 0.0, 0.3239999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.6211852, 0, 3.8751, 34.7310, 
19:12:28, 24395.0046691, 0, 0.0, 0.1079999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.5562438, 0, 3.8436, 34.9270, 
19:12:28, 25311.0049133, 0, 0.0, 0.1439999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.5591735, 0, 3.9354, 34.5452, 
19:12:29, 26227.004898, 0, 0.0, 0.3239999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.5481872, 0, 3.8282, 34.8308, 
19:12:30, 27143.0053787, 0, 0.0, 0.3959999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.4572448, 0, 3.8597, 34.8924, 
19:12:32, 28914.0054321, 0, 0.0, 0.1079999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.4372253, 0, 3.8712, 34.3539, 
19:12:33, 29830.0059204, 0, 0.0, 0.1079999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.5071716, 0, 3.8436, 34.7662, 
19:12:34, 30745.0059204, 0, 0.0, 0.3959999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.433197, 0, 3.8436, 34.9270, 
19:12:35, 31661.0061035, 0, 0.0, 0.2879999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.4202575, 0, 3.8121, 34.8308, 
19:12:36, 32581.0062561, 0, 0.0, 0.3599999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.3971862, 0, 3.8436, 34.7662, 
19:12:37, 33498.0063781, 0, 0.0, 0.1439999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.3902282, 0, 3.8597, 34.5699, 
19:12:38, 34414.0066223, 0, 0.0, 0.3959999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.3671569, 0, 3.8436, 34.7662, 
19:12:38, 35330.0068664, 0, 0.0, 0.1799999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.3451843, 0, 3.9189, 35.1138, 
19:12:39, 36251.0068511, 0, 0.0, 0.1439999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.3351745, 0, 3.9943, 34.7662, 
19:12:40, 37167.0073318, 0, 0.0, 0.2879999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.3561706, 0, 3.8282, 34.9905, 
19:12:42, 38934.0073852, 0, 0.0, 0.0719999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.2931823, 0, 3.9033, 34.7662, 
19:12:43, 39849.0078735, 0, 0.0, 0.0719999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.3141784, 0, 3.8597, 34.7310, 
19:12:44, 40770.0078735, 0, 0.0, 0.2879999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.3312682, 0, 3.9189, 34.7662, 
19:12:45, 41687.0080566, 0, 0.0, 0.2159999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.3692321, 0, 3.8597, 34.7662, 
19:12:46, 42604.0082397, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.4362487, 0, 3.8436, 34.7662, 
19:12:47, 43521.0083312, 0, 0.0, 0.2159999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.4711608, 0, 3.8121, 34.7662, 
19:12:48, 44438.0085754, 0, 0.0, 0.1799999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.4512634, 0, 3.8436, 34.7662, 
19:12:49, 45353.0088195, 0, 0.0, 0.1439999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.4672546, 0, 3.8436, 34.9532, 
19:12:49, 46270.0088043, 0, 0.0, 0.0719999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.499237, 0, 3.8121, 34.9905, 
19:12:50, 47191.0092849, 0, 0.0, 0.0719999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.565155, 0, 3.9189, 34.7662, 
19:12:51, 48107.0092849, 0, 0.0, 0.0719999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.5762634, 0, 3.9354, 34.9270, 
19:12:53, 49873.0098266, 0, 0.0, 0.2519999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.5882263, 0, 4.111, 34.9270, 
19:12:54, 50789.0078735, 0, 0.0, 0.2159999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.6261901, 0, 3.8436, 34.9532, 
19:12:55, 51712.0080566, 0, 0.0, 0.3959999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.6182555, 0, 3.9189, 34.9270, 
19:12:56, 52627.0082397, 0, 0.0, 0.2519999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.6752624, 0, 3.8436, 34.9270, 
19:12:57, 53541.0083312, 0, 0.0, 0.1439999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.6812438, 0, 3.9189, 34.9270, 
19:12:58, 54458.0085754, 0, 0.0, 0.1439999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.6681823, 0, 3.8597, 34.9270, 
19:12:59, 55378.0088195, 0, 0.0, 0.1799999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.6822204, 0, 3.9189, 34.7310, 
19:12:59, 56295.0088043, 0, 0.0, 0.3599999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.6731872, 0, 3.9189, 34.9270, 
19:13:0, 57209.0092926, 0, 0.0, 0.0719999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.6791686, 0, 3.9033, 34.9270, 
19:13:1, 58126.0092849, 0, 0.0, 0.2879999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.6612243, 0, 3.9354, 34.7310, 
19:13:3, 59898.0098266, 0, 0.0, 0.1799999, 0, 137.088005, 0, 0, 0, 0, 40.6228332, -116.9325103, 1377.7532653, 0, 3.9354, 34.7310, 
