Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),Begin calibration... Waiting for calibration messages.Received message 1. Received message 2. Received message 3. Received message 4. Received message 5. Received message 6. Calibration complete! Offset is: 516 Hz. 
0:0:0, 8069.0014648, 0, 0.0, 0, 0, 0, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9244, 28.9065, 
0:0:0, 8977.0015258, 0, 0.0, 0, 0, 0, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9074, 28.9065, 
0:0:0, 9882.0020141, 0, 0.0, 0, 0, 0, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9244, 28.7531,  GPS lost
0:0:0, 10785.0020141, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -226.8000182, 0, 0, 0, 0, 3.9244, 28.7531, 
0:0:0, 11695.0021972, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 3.9244, 28.9674, 
0:0:0, 12600.0023803, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 3.9074, 28.9065, 
0:0:0, 13446.0024719, 0, 0.0, 0, 28.3332061, 137.088005, 0, 0, 0, -1703.1002197, 0, 0, 0, 0, 3.9244, 28.9065, 
0:0:0, 15033.0029296, 0, 0.0, 0, 28.2923126, 137.088005, 0, 0, 0, -1773.4501953, 0, 0, 0, 0, 3.9074, 28.7531, 
0:0:0, 15945.0029907, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 3596.2505187, 0, 0, 0, 0, 3.9244, 28.7531, 
0:0:0, 16595.0029602, 0, 0.0, 0, 29.1150588, 137.088005, 0, 0, 0, -1787.1002197, 0, 0, 0, 0, 3.9244, 28.7531, 
0:0:0, 17509.0034484, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 3596.2505187, 0, 0, 0, 0, 3.9244, 28.7531, 
