Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),Begin calibration... Waiting for calibration messages.Calibration timed-out...Offset is set as default: 507 Hz GPS lost
0:0:0, 19473.0039367, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 20473.0039367, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 21474.0041198, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9244, 22.2505, 
0:0:0, 22473.0043029, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 23474.004425, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 24473.0046691, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.8474, 22.2505, 
0:0:0, 25474.0049133, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.3976, 
0:0:0, 26473.0049133, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 27473.0054016, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 28474.0054016, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 29473.0058898, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 30474.0058898, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 31473.0060729, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 32474.0062561, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 33473.0063781, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 34473.0066223, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 35473.0068664, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 36473.0068664, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 37474.0073547, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 38473.0073547, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9244, 22.2505, 
0:0:0, 39474.007843, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9244, 22.2505, 
0:0:0, 40473.007843, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.8633, 22.2505, 
0:0:0, 41474.0080261, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9244, 22.2505, 
0:0:0, 42574.0082092, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.3976, 
0:0:0, 43473.0083312, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 44474.0085754, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.3976, 
0:0:0, 45473.0088195, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 46474.0088195, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.8633, 22.4707, 
0:0:0, 47473.0093078, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 48474.0093078, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.8633, 22.3976, 
0:0:0, 49473.0097961, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 50473.007843, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.3976, 
0:0:0, 51473.0080261, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.3976, 
0:0:0, 52473.0082092, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 53474.0083312, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.3976, 
0:0:0, 54473.0085754, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.3976, 
0:0:0, 55474.0088195, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.3976, 
0:0:0, 56473.0088195, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 57474.0093078, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.8633, 22.3976, 
0:0:0, 58473.0093078, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.3976, 
0:0:0, 59473.0097961, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.2505, 
0:0:0, 60474.0117492, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9244, 22.3976, 
0:0:0, 61473.0119323, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.3976, 
0:0:0, 62474.0121154, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.6174, 
0:0:0, 63473.0122375, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 3.9405, 22.4707, 
