Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),
16:24:42, 4487.0007629, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 41.1135826, -102.65876, 1231.4612579, 0, 9.8898, 23.374, 
16:24:43, 5428.001007, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 41.1135826, -102.65876, 1231.4612579, 0, 9.9715, 23.374, 
16:24:45, 6462.001007, 519, 0.0, 101.9160003, 0, 134.7119979, 0, 0, 0, 0, 41.1135177, -102.6753234, 1237.2592315, 0, 9.8898, 23.374, 
16:24:46, 7408.0014953, 784, 0.0, 101.7720031, 0, 133.3799972, 0, 0, 0, 0, 41.1134643, -102.6838073, 1240.0391387, 0, 9.9715, 23.1187, 
16:24:47, 8354.0014953, 795, 0.0, 101.8440017, 0, 133.3080062, 0, 0, 0, 0, 41.1134605, -102.6841735, 1236.713211, 0, 9.9270, 22.8813, 
16:24:48, 9299.0019683, 807, 0.0, 101.736, 0, 133.2719955, 0, 0, 0, 0, 41.1134643, -102.6845626, 1236.7082061, 0, 9.8898, 23.374, 
16:24:49, 10248.0019683, 820, 0.0, 101.1600036, 0, 133.2000045, 0, 0, 0, 0, 41.1134605, -102.6849746, 1236.0672149, 0, 9.8898, 23.374, 
16:24:50, 11194.0021438, 830, 0.0, 101.3040008, 0, 133.1279983, 0, 0, 0, 0, 41.1134567, -102.6853027, 1234.5681915, 0, 9.7643, 23.374, 
16:24:51, 12139.0023269, 841, 0.0, 101.3400039, 0, 133.0920028, 0, 0, 0, 0, 41.113449, -102.6856307, 1233.5391387, 0, 9.8080, 23.374, 
16:24:52, 13085.0024414, 849, 0.0, 102.5640029, 0, 133.0560073, 0, 0, 0, 0, 41.1134452, -102.6858977, 1233.2261505, 0, 9.8080, 23.374, 
16:24:53, 14035.0026855, 859, 0.0, 100.9800033, 0, 132.9840011, 0, 0, 0, 0, 41.1134414, -102.6862258, 1233.5841827, 0, 9.8080, 23.374, 
16:24:55, 15682.0029907, 878, 0.0, 101.9160003, 0, 132.8759994, 0, 0, 0, 0, 41.1134414, -102.6868362, 1234.1841583, 0, 9.8080, 23.374, 
16:24:55, 16629.0029907, 878, 0.0, 101.9160003, 0, 132.8759994, 0, 0, 0, 0, 41.1134414, -102.6868362, 1234.1841583, 0, 9.8080, 23.374, 
16:24:55, 17576.0034484, 878, 0.0, 101.9160003, 0, 132.8759994, 0, 0, 0, 0, 41.1134414, -102.6868362, 1234.1841583, 0, 9.8080, 22.8813, 
16:24:55, 18527.0034484, 878, 0.0, 101.9160003, 0, 132.8759994, 0, 0, 0, 0, 41.1134414, -102.6868362, 1234.1841583, 0, 9.8080, 23.374, 
16:24:55, 19473.0039367, 878, 0.0, 101.9160003, 0, 132.8759994, 0, 0, 0, 0, 41.1134414, -102.6868362, 1234.1841583, 0, 9.8080, 23.374, 
16:24:55, 20419.0039367, 878, 0.0, 101.9160003, 0, 132.8759994, 0, 0, 0, 0, 41.1134414, -102.6868362, 1234.1841583, 0, 9.8080, 23.374, 
16:24:55, 21385.0041198, 878, 0.0, 101.9160003, 0, 132.8759994, 0, 0, 0, 0, 41.1134414, -102.6868362, 1234.1841583, 0, 9.8080, 23.374, 
16:24:55, 22331.0043029, 878, 0.0, 101.9160003, 0, 132.8759994, 0, 0, 0, 0, 41.1134414, -102.6868362, 1234.1841583, 0, 9.8080, 23.374, 
16:24:55, 23277.0044097, 878, 0.0, 101.9160003, 0, 132.8759994, 0, 0, 0, 0, 41.1134414, -102.6868362, 1234.1841583, 0, 9.8080, 23.2743, 
16:24:55, 24224.0046539, 878, 0.0, 101.9160003, 0, 132.8759994, 0, 0, 0, 0, 41.1134414, -102.6868362, 1234.1841583, 0, 9.8080, 23.374, 
16:24:55, 25176.0048904, 878, 0.0, 101.9160003, 0, 132.8759994, 0, 0, 0, 0, 41.1134414, -102.6868362, 1234.1841583, 0, 9.8080, 23.2743,  GPS lost
16:25:5, 26122.0048904, 949, 0.0, 101.4840011, 0, 132.5519943, 0, 0, 0, 0, 41.1134338, -102.6891631, 1235.4141387, 0, 9.7643, 23.374, 
16:25:6, 27068.005371, 993, 0.0, 102.0600051, 0, 132.3720016, 0, 0, 0, 0, 41.11343, -102.6905975, 1236.1361846, 0, 9.7263, 23.374, 
16:25:8, 28716.0054321, 1012, 0.0, 101.5920028, 0, 132.2639999, 0, 0, 0, 0, 41.1134262, -102.6912078, 1236.5371856, 0, 9.8080, 23.374, 
16:25:9, 29666.0059204, 1022, 0.0, 101.8800048, 0, 132.2280044, 0, 0, 0, 0, 41.1134262, -102.6915435, 1236.8002471, 0, 9.8080, 23.374, 
16:25:9, 30612.0059204, 1030, 0.0, 101.9520034, 0, 132.1920089, 0, 0, 0, 0, 41.1134262, -102.6918182, 1236.9541778, 0, 9.8080, 23.2743, 
16:25:10, 31558.0060729, 1036, 0.0, 101.7720031, 0, 132.1559982, 0, 0, 0, 0, 41.1134262, -102.6920013, 1237.0032501, 0, 9.8080, 23.374, 
16:25:11, 32506.0062561, 1047, 0.0, 101.7720031, 0, 132.1200027, 0, 0, 0, 0, 41.1134262, -102.6923598, 1237.0911407, 0, 9.8080, 23.374, 
16:25:12, 33459.0063781, 1059, 0.0, 101.6640014, 0, 132.0479965, 0, 0, 0, 0, 41.1134262, -102.6927718, 1237.2542266, 0, 9.8080, 23.374, 
16:25:14, 34404.0066223, 1071, 0.0, 101.736, 0, 132.012001, 0, 0, 0, 0, 41.1134262, -102.6931686, 1237.4882354, 0, 9.8080, 23.374, 
16:25:14, 35350.0068664, 1079, 0.0, 101.7000045, 0, 131.9760055, 0, 0, 0, 0, 41.1134223, -102.6934356, 1237.5972442, 0, 9.8080, 23.374, 
16:25:15, 36301.0068664, 1085, 0.0, 101.5920028, 0, 131.9399947, 0, 0, 0, 0, 41.1134223, -102.6936111, 1237.6852569, 0, 9.7643, 22.8813, 
16:25:16, 37249.0073394, 1096, 0.0, 101.6280059, 0, 131.9039992, 0, 0, 0, 0, 41.1134147, -102.6939696, 1237.8012237, 0, 9.8080, 22.8813, 
16:25:17, 38195.0073318, 1107, 0.0, 101.4480056, 0, 131.8320083, 0, 0, 0, 0, 41.1134147, -102.6943282, 1237.9252471, 0, 9.8080, 23.374, 
16:25:18, 39147.0078201, 1120, 0.0, 101.6640014, 0, 131.7600021, 0, 0, 0, 0, 41.1134147, -102.6947784, 1238.0581817, 0, 9.8080, 23.374, 
16:25:19, 40108.0078201, 1128, 0.0, 101.736, 0, 131.7240066, 0, 0, 0, 0, 41.1134109, -102.6950454, 1238.0901641, 0, 9.8080, 23.374, 
16:25:20, 41053.0079956, 1135, 0.0, 101.7720031, 0, 131.7240066, 0, 0, 0, 0, 41.1134109, -102.6952514, 1238.1311798, 0, 9.8080, 23.374, 
16:25:21, 42699.0082397, 1148, 0.0, 101.9880065, 0, 131.6520003, 0, 0, 0, 0, 41.1134109, -102.6956939, 1238.4081573, 0, 9.7263, 23.374, 
16:25:22, 43646.0083618, 1158, 0.0, 101.5920028, 0, 131.6160049, 0, 0, 0, 0, 41.1134071, -102.6960296, 1238.5161895, 0, 9.8080, 23.2743, 
16:25:23, 44597.0085754, 1167, 0.0, 101.8800048, 0, 131.5800094, 0, 0, 0, 0, 41.1134071, -102.6963271, 1238.5851592, 0, 9.8080, 23.374, 
16:25:24, 45542.0088195, 1176, 0.0, 101.8800048, 0, 131.5080032, 0, 0, 0, 0, 41.1134071, -102.696617, 1238.7432403, 0, 9.8080, 23.374, 
16:25:25, 46487.0088195, 1189, 0.0, 102.1320037, 0, 131.4720077, 0, 0, 0, 0, 41.1134071, -102.6970672, 1238.9431914, 0, 9.7263, 22.8813, 
16:25:26, 47437.0093078, 1199, 0.0, 101.9520034, 0, 131.4000015, 0, 0, 0, 0, 41.1134071, -102.6974029, 1239.1602325, 0, 9.8080, 23.374, 
16:25:27, 48386.0093078, 1209, 0.0, 101.9880065, 0, 131.364006, 0, 0, 0, 0, 41.1134071, -102.6977386, 1239.3041534, 0, 9.8080, 23.374, 
16:25:28, 49331.0097961, 1220, 0.0, 101.9880065, 0, 131.3279952, 0, 0, 0, 0, 41.1134071, -102.6980743, 1239.4202423, 0, 9.8080, 23.374, 
16:25:29, 50277.0078277, 1226, 0.0, 101.736, 0, 131.2919998, 0, 0, 0, 0, 41.1134071, -102.6982803, 1239.4782256, 0, 9.7263, 23.374, 
16:25:30, 51316.0080261, 1236, 0.0, 101.4120025, 0, 131.2560043, 0, 0, 0, 0, 41.1134033, -102.6986159, 1239.5681915, 0, 9.8080, 22.8813, 
16:25:31, 52263.0081939, 1245, 0.0, 101.8440017, 0, 131.2200088, 0, 0, 0, 0, 41.1134033, -102.6989135, 1239.56221, 0, 9.7263, 22.8813, 
16:25:32, 53210.008316, 1255, 0.0, 101.7000045, 0, 131.1480026, 0, 0, 0, 0, 41.1134033, -102.6992492, 1239.62117, 0, 9.8080, 22.8813, 
16:25:32, 54155.0085525, 1262, 0.0, 101.9160003, 0, 131.1480026, 0, 0, 0, 0, 41.1134033, -102.6994857, 1239.6271514, 0, 9.8080, 23.374, 
16:25:33, 55104.0087966, 1272, 0.0, 102.1680068, 0, 131.0759963, 0, 0, 0, 0, 41.1134033, -102.699829, 1239.5862579, 0, 9.7643, 23.374, 
16:25:34, 56050.008789, 1282, 0.0, 102.312004, 0, 131.0400009, 0, 0, 0, 0, 41.1133956, -102.7001648, 1239.5991973, 0, 9.8080, 22.8813, 
16:25:37, 57697.0093383, 1308, 0.0, 101.8440017, 0, 130.9319991, 0, 0, 0, 0, 41.1133956, -102.7010269, 1239.7692413, 0, 9.8080, 23.374, 
16:25:37, 58649.0093383, 1311, 0.0, 101.7000045, 0, 130.8960037, 0, 0, 0, 0, 41.1133956, -102.7011413, 1239.8002471, 0, 9.7263, 23.374, 
16:25:38, 59599.0097961, 1320, 0.0, 101.9160003, 0, 130.8600082, 0, 0, 0, 0, 41.1133956, -102.7014465, 1239.8802032, 0, 9.7263, 23.374, 
16:25:39, 60554.0117492, 1327, 0.0, 101.736, 0, 130.8239974, 0, 0, 0, 0, 41.1133956, -102.7016754, 1239.9331817, 0, 9.8080, 23.374, 
16:25:40, 61498.0119323, 1339, 0.0, 102.0960006, 0, 130.788002, 0, 0, 0, 0, 41.1133956, -102.7021026, 1240.0961456, 0, 9.8080, 23.374, 
16:25:41, 62449.0121154, 1350, 0.0, 102.0960006, 0, 130.7159957, 0, 0, 0, 0, 41.1133918, -102.7024612, 1240.2621612, 0, 9.8080, 23.374, 
16:25:42, 63395.0122375, 1360, 0.0, 101.8080062, 0, 130.6800002, 0, 0, 0, 0, 41.1133918, -102.7027893, 1240.3322296, 0, 9.8080, 23.374, 
16:25:43, 64343.0124816, 1370, 0.0, 101.5559997, 0, 130.6440047, 0, 0, 0, 0, 41.113388, -102.703125, 1240.4252471, 0, 9.7263, 22.8813, 
16:25:44, 65288.0127105, 1375, 0.0, 101.6280059, 0, 130.6080093, 0, 0, 0, 0, 41.113388, -102.7033004, 1240.5281524, 0, 9.8080, 22.8813, 
16:25:45, 66237.0127105, 1386, 0.0, 102.1320037, 0, 130.5719985, 0, 0, 0, 0, 41.113388, -102.703659, 1240.7211456, 0, 9.8080, 23.374, 
16:25:46, 67181.0131912, 1394, 0.0, 101.6640014, 0, 130.5360031, 0, 0, 0, 0, 41.113388, -102.7039566, 1240.7802276, 0, 9.8080, 22.8813, 
16:25:47, 68127.0131912, 1408, 0.0, 101.5920028, 0, 130.4639968, 0, 0, 0, 0, 41.1133842, -102.7044143, 1241.0252227, 0, 9.7263, 23.1187, 
16:25:48, 69075.0136718, 1416, 0.0, 101.6280059, 0, 130.4280013, 0, 0, 0, 0, 41.1133842, -102.7046737, 1241.1812286, 0, 9.7263, 22.8813, 
16:25:49, 70025.0156249, 1426, 0.0, 101.6640014, 0, 130.3920059, 0, 0, 0, 0, 41.1133766, -102.7050171, 1241.3031768, 0, 9.8080, 22.8813, 
16:25:51, 71673.0158691, 1443, 0.0, 101.7000045, 0, 130.3199996, 0, 0, 0, 0, 41.1133766, -102.7056121, 1241.5331573, 0, 9.6829, 23.374, 
16:25:51, 72620.0160522, 1449, 0.0, 101.4120025, 0, 130.2840042, 0, 0, 0, 0, 41.1133727, -102.7057952, 1241.6182403, 0, 9.8080, 22.8813, 
16:25:52, 73666.0161743, 1453, 0.0, 101.4840011, 0, 130.2480087, 0, 0, 0, 0, 41.1133727, -102.7059249, 1241.7022247, 0, 9.8080, 23.374, 
16:25:53, 74515.0163879, 1465, 0.0, 101.6640014, 0, 130.2119979, 0, 0, 0, 0, 41.1133727, -102.7063522, 1241.8892364, 0, 9.7263, 22.8813, 
16:25:54, 75461.016632, 1474, 0.0, 101.0520019, 0, 130.1760024, 0, 0, 0, 0, 41.1133689, -102.7066421, 1242.0121612, 0, 9.8080, 23.374, 
16:25:55, 76406.016632, 1486, 0.0, 100.6920013, 0, 130.1039962, 0, 0, 0, 0, 41.1133689, -102.7070694, 1242.305252, 0, 9.8080, 23.374, 
16:25:56, 77377.0171203, 1490, 0.0, 100.4760055, 0, 130.1039962, 0, 0, 0, 0, 41.1133689, -102.7071914, 1242.3181915, 0, 9.8080, 22.8813, 
16:25:57, 78324.0171203, 1500, 0.0, 100.3680038, 0, 130.0320053, 0, 0, 0, 0, 41.1133689, -102.70755, 1242.331253, 0, 9.8080, 23.374, 
16:25:57, 79279.0175933, 1510, 0.0, 100.2960052, 0, 129.9959945, 0, 0, 0, 0, 41.1133613, -102.7078704, 1242.3852081, 0, 9.7263, 23.374, 
16:25:59, 80225.0156402, 1523, 0.0, 100.5480041, 0, 129.959999, 0, 0, 0, 0, 41.1133613, -102.7083206, 1242.2511749, 0, 9.8080, 23.1187, 
16:26:0, 81173.0158157, 1535, 0.0, 100.800003, 0, 129.888008, 0, 0, 0, 0, 41.1133613, -102.7087402, 1242.0192413, 0, 9.8080, 23.374, 
16:26:1, 82118.0159988, 1543, 0.0, 100.4760055, 0, 129.8519973, 0, 0, 0, 0, 41.1133613, -102.7090072, 1242.0202178, 0, 9.7263, 23.374, 
16:26:2, 83065.0161132, 1553, 0.0, 101.7720031, 0, 129.8160018, 0, 0, 0, 0, 41.1133613, -102.7093582, 1242.0202178, 0, 9.8080, 23.374, 
16:26:4, 84712.0164184, 1569, 0.0, 100.800003, 0, 129.7439956, 0, 0, 0, 0, 41.1133613, -102.7099304, 1241.8472442, 0, 9.8080, 22.8813, 
16:26:4, 85662.0166625, 1575, 0.0, 100.9080047, 0, 129.7080001, 0, 0, 0, 0, 41.1133575, -102.7101287, 1241.8351592, 0, 9.8080, 22.8813, 
16:26:5, 86609.0166625, 1583, 0.0, 100.1520004, 0, 129.6720046, 0, 0, 0, 0, 41.1133575, -102.7103958, 1241.8341827, 0, 9.7263, 23.374, 
