Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),Begin calibration... Waiting for calibration messages.Calibration timed-out...Offset is set as default: 507 Hz GPS lost
17:12:39, 19451.0039367, 8050, 0.0, 137.4119949, 0, 19.9799994, 0, 0, 0, 0, 41.1913795, -103.8507613, 1546.3861999, 0, 9.6829, 23.1936, 
17:12:41, 20451.0039367, 8050, 0.0, 138.0600051, 0, 19.9799994, 0, 0, 0, 0, 41.1913375, -103.8512344, 1546.1392517, 0, 9.7263, 23.1936, 
17:12:41, 21451.0041198, 8050, 0.0, 137.4480056, 0, 19.9799994, 0, 0, 0, 0, 41.1913032, -103.8516235, 1546.0142517, 0, 9.7263, 23.1936, 
17:12:42, 22452.0043029, 8050, 0.0, 138.0960006, 0, 19.9799994, 0, 0, 0, 0, 41.1912689, -103.8519592, 1545.9062194, 0, 9.7263, 23.1936, 
17:12:43, 23451.004425, 8050, 0.0, 138.1680068, 0, 19.9799994, 0, 0, 0, 0, 41.1912193, -103.8525619, 1545.3802184, 0, 9.7263, 23.1936, 
17:12:45, 24452.0046691, 8050, 0.0, 138.0239944, 0, 19.9799994, 0, 0, 0, 0, 41.1911697, -103.8530731, 1545.0562438, 0, 9.7263, 23.4300, 
17:12:46, 25451.0049133, 8050, 0.0, 138.0960006, 0, 19.9799994, 0, 0, 0, 0, 41.1911277, -103.8535308, 1544.7941589, 0, 9.7263, 23.1936, 
17:12:46, 26451.0049133, 8050, 0.0, 137.9520034, 0, 19.9799994, 0, 0, 0, 0, 41.1910934, -103.853897, 1544.7442321, 0, 9.7263, 23.1936, 
