Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),
15:57:13, 4021.0007324, 28, 0.0, 105.1200027, 0, 137.0159988, 0, 0, 0, 0, 41.0624847, -102.0184249, 1024.8661498, 0, 9.8080, 24.545, 
15:57:14, 5124.0009841, 70, 0.0, 103.8600005, 0, 136.9440078, 0, 0, 0, 0, 41.0624618, -102.0188369, 1024.618225, 0, 9.8080, 23.8200, 
15:57:15, 6079.0009765, 90, 0.0, 104.0040054, 0, 136.907997, 0, 0, 0, 0, 41.0624465, -102.0190277, 1024.3372192, 0, 9.8080, 23.6632, 
15:57:15, 7031.0014648, 118, 0.0, 104.6160049, 0, 136.7999954, 0, 0, 0, 0, 41.0624237, -102.0193023, 1023.8861694, 0, 9.8080, 23.6632, 
15:57:17, 8133.0014724, 167, 0.0, 105.3720016, 0, 136.5479965, 0, 0, 0, 0, 41.0623931, -102.019783, 1023.8321533, 0, 9.8080, 23.8200, 
15:57:18, 9084.0019531, 196, 0.0, 103.8600005, 0, 136.3680038, 0, 0, 0, 0, 41.0623702, -102.0200576, 1024.0242309, 0, 9.8080, 23.6632, 
15:57:19, 10040.0019531, 237, 0.0, 106.0920028, 0, 136.1879959, 0, 0, 0, 0, 41.0623435, -102.0204544, 1023.5761718, 0, 9.8080, 23.6632, 
15:57:20, 11143.0021438, 283, 0.0, 105.1560058, 0, 135.9359969, 0, 0, 0, 0, 41.0623054, -102.0208969, 1023.5101928, 0, 9.8080, 24.545, 
15:57:20, 12095.0023193, 297, 0.0, 104.7600021, 0, 135.864006, 0, 0, 0, 0, 41.0622978, -102.0210342, 1023.5841674, 0, 9.8080, 23.8200, 
15:57:21, 13046.0024414, 331, 0.0, 104.2919998, 0, 135.683998, 0, 0, 0, 0, 41.0622673, -102.0213699, 1023.7071533, 0, 9.8080, 23.8200, 
15:57:22, 14152.0026931, 374, 0.0, 104.9400024, 0, 135.4679946, 0, 0, 0, 0, 41.0622253, -102.0217819, 1023.7161865, 0, 9.8080, 23.8200, 
15:57:24, 15105.0029373, 417, 0.0, 104.9039992, 0, 135.2520065, 0, 0, 0, 0, 41.0621871, -102.0222015, 1024.0151977, 0, 9.8080, 23.9770, 
15:57:25, 16057.0029296, 452, 0.0, 105.4440002, 0, 135.0719985, 0, 0, 0, 0, 41.062149, -102.0225372, 1024.1421508, 0, 9.8080, 23.8200, 
15:57:25, 17012.0034179, 470, 0.0, 105.2639999, 0, 135.0000076, 0, 0, 0, 0, 41.0621299, -102.022705, 1024.2611694, 0, 9.8080, 23.8200, 
15:57:27, 18114.0034255, 518, 0.0, 104.5080032, 0, 134.7480087, 0, 0, 0, 0, 41.0620803, -102.0231628, 1024.4302368, 0, 9.8080, 23.8200, 
15:57:28, 19066.0039062, 559, 0.0, 107.1360015, 0, 134.5320053, 0, 0, 0, 0, 41.0620269, -102.0235671, 1024.9002074, 0, 9.8080, 23.8200, 
15:57:29, 20018.0039062, 588, 0.0, 105.8040008, 0, 134.388008, 0, 0, 0, 0, 41.0619926, -102.0238418, 1025.6812133, 0, 9.7263, 23.8200, 
15:57:30, 21127.0040969, 623, 0.0, 105.5520019, 0, 134.2080001, 0, 0, 0, 0, 41.0619468, -102.0241775, 1026.052185, 0, 9.8080, 23.6632, 
15:57:30, 22078.0042724, 652, 0.0, 104.4360046, 0, 134.0640029, 0, 0, 0, 0, 41.0619125, -102.0244522, 1026.2821655, 0, 9.8080, 23.8200, 
15:57:31, 23030.0043945, 681, 0.0, 103.9320067, 0, 133.9200057, 0, 0, 0, 0, 41.0618782, -102.0247344, 1026.8372192, 0, 9.8080, 23.8200, 
15:57:33, 24133.0046463, 727, 0.0, 104.7240066, 0, 133.6680068, 0, 0, 0, 0, 41.0618133, -102.0251693, 1027.1871948, 0, 9.7643, 23.8200, 
15:57:33, 25096.0048828, 758, 0.0, 106.1280059, 0, 133.5239944, 0, 0, 0, 0, 41.0617713, -102.0254821, 1027.0751342, 0, 9.8080, 23.8200, 
15:57:34, 26048.0048828, 793, 0.0, 104.6520003, 0, 133.3440017, 0, 0, 0, 0, 41.0617217, -102.0258102, 1027.1991577, 0, 9.8080, 23.8200, 
15:57:36, 27151.0053787, 843, 0.0, 103.5360031, 0, 133.0560073, 0, 0, 0, 0, 41.0616493, -102.0262832, 1026.8572387, 0, 9.8080, 23.8200, 
15:57:37, 28104.0053787, 871, 0.0, 105.2280044, 0, 132.9119948, 0, 0, 0, 0, 41.0616111, -102.0265579, 1027.0581664, 0, 9.8080, 23.8200, 
15:57:37, 29060.0058593, 898, 0.0, 103.1040039, 0, 132.8040084, 0, 0, 0, 0, 41.061573, -102.0268096, 1027.0701293, 0, 9.8080, 23.8200, 
15:57:38, 30011.0058593, 921, 0.0, 103.2840042, 0, 132.6960067, 0, 0, 0, 0, 41.0615348, -102.0270385, 1026.7962036, 0, 9.8080, 23.6632, 
15:57:40, 31117.0060501, 977, 0.0, 104.7240066, 0, 132.4440078, 0, 0, 0, 0, 41.0614471, -102.0275649, 1026.7842407, 0, 9.8080, 23.8200, 
15:57:41, 32006.0062255, 1021, 0.0, 104.4720001, 0, 132.2280044, 0, 0, 0, 0, 41.0613784, -102.0279769, 1026.9772338, 0, 9.8080, 23.8200, 
