Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),
16:19:59, 4055.0007324, 1, 0.0, 129.312004, 0, 137.088005, 0, 0, 0, 0, 41.1123809, -102.5707855, 1148.0571975, 0, 9.8898, 23.1936, 
16:20:1, 5701.0010375, 21, 0.0, 133.3799972, 0, 137.0519943, 0, 0, 0, 0, 41.1124839, -102.5712966, 1158.504219, 0, 9.8898, 23.4300, 
16:20:3, 6651.0010375, 55, 0.0, 135.683998, 0, 136.9800033, 0, 0, 0, 0, 41.1126022, -102.5722274, 1167.0131301, 0, 9.8898, 23.1936, 
16:20:4, 7597.0014953, 73, 0.0, 135.3960037, 0, 136.9440078, 0, 0, 0, 0, 41.1126594, -102.5727538, 1167.235176, 0, 9.8080, 23.1936, 
16:20:5, 8542.0014953, 86, 0.0, 136.1160049, 0, 136.907997, 0, 0, 0, 0, 41.1126975, -102.5731124, 1167.669136, 0, 9.8898, 23.1936, 
16:20:5, 9486.0019836, 95, 0.0, 135.864006, 0, 136.907997, 0, 0, 0, 0, 41.1127243, -102.5733871, 1168.1421585, 0, 9.8080, 23.1936, 
16:20:6, 10434.0019836, 104, 0.0, 135.6480025, 0, 136.8720016, 0, 0, 0, 0, 41.1127471, -102.5736236, 1168.6091994, 0, 9.8898, 23.1936, 
16:20:7, 11381.0021667, 123, 0.0, 135.6480025, 0, 136.7639999, 0, 0, 0, 0, 41.1127967, -102.5741805, 1169.3062209, 0, 9.8080, 23.1936, 
16:20:8, 12327.0023498, 141, 0.0, 134.8559951, 0, 136.6559982, 0, 0, 0, 0, 41.1128425, -102.5747146, 1170.2031936, 0, 9.8898, 23.1936, 
16:20:9, 13275.0024566, 156, 0.0, 134.8559951, 0, 136.5840072, 0, 0, 0, 0, 41.1128807, -102.5751571, 1170.3701858, 0, 9.8080, 23.4300, 
16:20:10, 14224.0027008, 160, 0.0, 134.9639968, 0, 136.5840072, 0, 0, 0, 0, 41.1128883, -102.5752715, 1170.4581985, 0, 9.8080, 23.1936, 
16:20:11, 15169.0029373, 174, 0.0, 135.1080093, 0, 136.512001, 0, 0, 0, 0, 41.1129226, -102.5756835, 1170.7721633, 0, 9.8080, 23.1936, 
16:20:12, 16115.0029373, 191, 0.0, 135.5400009, 0, 136.4039993, 0, 0, 0, 0, 41.1129569, -102.57621, 1170.9632033, 0, 9.8080, 23.1936, 
16:20:13, 17163.0034255, 210, 0.0, 135.5040054, 0, 136.3320083, 0, 0, 0, 0, 41.1129837, -102.5767822, 1171.4181594, 0, 9.8080, 23.1936, 
16:20:14, 18013.0034179, 233, 0.0, 136.1160049, 0, 136.1879959, 0, 0, 0, 0, 41.1130256, -102.5774688, 1171.8291702, 0, 9.8080, 23.1936, 
16:20:16, 19660.0039672, 250, 0.0, 136.6559982, 0, 136.1160049, 0, 0, 0, 0, 41.1130485, -102.5780029, 1172.1091995, 0, 9.8080, 23.374, 
16:20:16, 20608.0039672, 262, 0.0, 137.0159988, 0, 136.0439987, 0, 0, 0, 0, 41.1130638, -102.5783691, 1172.1251907, 0, 9.8080, 23.2743, 
16:20:18, 21574.0041198, 279, 0.0, 135.9720077, 0, 135.9720077, 0, 0, 0, 0, 41.1130828, -102.5789031, 1172.320137, 0, 9.7643, 23.1936, 
16:20:18, 22519.0043029, 291, 0.0, 136.2600021, 0, 135.9000014, 0, 0, 0, 0, 41.1130943, -102.5792617, 1172.5202102, 0, 9.8080, 23.374, 
16:20:19, 23470.004425, 309, 0.0, 135.6480025, 0, 135.8279952, 0, 0, 0, 0, 41.1131134, -102.5797958, 1173.0462112, 0, 9.8080, 23.1936, 
16:20:20, 24415.0046691, 320, 0.0, 135.7919998, 0, 135.7560043, 0, 0, 0, 0, 41.1131248, -102.5801544, 1173.1261672, 0, 9.8080, 23.1936, 
16:20:21, 25456.0049133, 334, 0.0, 135.3960037, 0, 135.683998, 0, 0, 0, 0, 41.1131324, -102.5805969, 1172.9901809, 0, 9.8080, 23.1936, 
16:20:22, 26401.0049133, 348, 0.0, 134.5320053, 0, 135.6120071, 0, 0, 0, 0, 41.1131401, -102.5810317, 1173.563179, 0, 9.8080, 23.2743, 
16:20:23, 27347.0054016, 363, 0.0, 135.2520065, 0, 135.5400009, 0, 0, 0, 0, 41.1131515, -102.5814742, 1174.2041702, 0, 9.8080, 23.1936, 
16:20:24, 28295.0053863, 372, 0.0, 136.0439987, 0, 135.4679946, 0, 0, 0, 0, 41.1131629, -102.5817794, 1174.3172073, 0, 9.8080, 23.1936, 
16:20:25, 29244.0058746, 389, 0.0, 134.9639968, 0, 135.3960037, 0, 0, 0, 0, 41.1131782, -102.582283, 1174.9092483, 0, 9.8080, 23.1936, 
16:20:26, 30188.005867, 403, 0.0, 134.8559951, 0, 135.3239974, 0, 0, 0, 0, 41.1131896, -102.5827178, 1175.6392287, 0, 9.8080, 23.1936, 
16:20:27, 31134.0060501, 420, 0.0, 134.8920059, 0, 135.2520065, 0, 0, 0, 0, 41.1132049, -102.5832519, 1176.5021438, 0, 9.8080, 23.2743, 
16:20:28, 32084.0062255, 431, 0.0, 134.5320053, 0, 135.1800002, 0, 0, 0, 0, 41.1132163, -102.5835952, 1177.0431594, 0, 9.8080, 23.1936, 
16:20:29, 33032.0063476, 437, 0.0, 134.5680007, 0, 135.1440048, 0, 0, 0, 0, 41.1132163, -102.5837783, 1177.2382278, 0, 9.8080, 23.4300, 
16:20:31, 34678.0066528, 465, 0.0, 134.1720046, 0, 135.0000076, 0, 0, 0, 0, 41.1132392, -102.5846633, 1178.9102248, 0, 9.8080, 23.374, 
16:20:32, 35625.0068969, 482, 0.0, 136.1160049, 0, 134.9280013, 0, 0, 0, 0, 41.1132545, -102.5851974, 1179.5352249, 0, 9.8080, 23.1936, 
16:20:33, 36576.0068664, 497, 0.0, 136.7999954, 0, 134.8559951, 0, 0, 0, 0, 41.1132659, -102.5856475, 1180.0342483, 0, 9.8080, 23.374, 
16:20:33, 37522.0073547, 503, 0.0, 137.2320022, 0, 134.8199996, 0, 0, 0, 0, 41.1132774, -102.585823, 1180.2781448, 0, 9.8080, 23.1936, 
16:20:34, 38467.0073547, 520, 0.0, 137.159996, 0, 134.7119979, 0, 0, 0, 0, 41.1132926, -102.5863647, 1181.044136, 0, 9.8080, 23.374, 
16:20:35, 39414.007843, 533, 0.0, 137.5560073, 0, 134.6760024, 0, 0, 0, 0, 41.1133041, -102.5867614, 1181.6111526, 0, 9.8080, 23.2743, 
16:20:36, 40371.007843, 544, 0.0, 137.1240005, 0, 134.6039962, 0, 0, 0, 0, 41.1133193, -102.58712, 1182.3411331, 0, 9.8080, 23.374, 
16:20:37, 41324.0080261, 564, 0.0, 137.9879989, 0, 134.4959945, 0, 0, 0, 0, 41.1133346, -102.5877227, 1183.3761672, 0, 9.8080, 23.374, 
16:20:38, 42270.0081939, 575, 0.0, 137.7000045, 0, 134.459999, 0, 0, 0, 0, 41.1133422, -102.5880813, 1183.7811966, 0, 9.8080, 23.374, 
16:20:39, 43215.008316, 593, 0.0, 137.5199966, 0, 134.3519973, 0, 0, 0, 0, 41.1133537, -102.588623, 1184.6371535, 0, 9.8080, 23.374, 
16:20:40, 44167.0085525, 604, 0.0, 137.5560073, 0, 134.2800064, 0, 0, 0, 0, 41.1133613, -102.5889892, 1185.2631301, 0, 9.7263, 23.374, 
