Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),
17:2:53, 38097.0073242, 1634, 0.0, 118.5839996, 0, 129.4200057, 0, 0, 0, 0, 41.2215881, -103.5969009, 1444.3122253, 0, 9.7263, 23.374, 
17:2:54, 39045.0078124, 1699, 0.0, 118.3680038, 0, 129.1319961, 0, 0, 0, 0, 41.2215919, -103.5974731, 1443.8942565, 0, 9.7263, 23.1936, 
17:2:56, 40696.0078735, 1760, 0.0, 118.7639999, 0, 128.8799972, 0, 0, 0, 0, 41.2215919, -103.5980224, 1443.782196, 0, 9.7263, 23.1936, 
17:2:56, 41644.0080566, 1780, 0.0, 119.1959991, 0, 128.7719955, 0, 0, 0, 0, 41.2215919, -103.5982055, 1443.6922301, 0, 9.7263, 23.374, 
17:2:57, 42590.0082092, 1852, 0.0, 119.7720031, 0, 128.4480056, 0, 0, 0, 0, 41.2215919, -103.5988616, 1443.1841735, 0, 9.7263, 23.374, 
17:2:59, 43536.0083312, 1907, 0.0, 120.0600051, 0, 128.1960067, 0, 0, 0, 0, 41.2215995, -103.5993423, 1442.9181823, 0, 9.7263, 23.1936, 
17:3:0, 44486.0085754, 1967, 0.0, 120.312004, 0, 127.9080047, 0, 0, 0, 0, 41.2216033, -103.5998916, 1442.9711608, 0, 9.7263, 23.374, 
17:3:1, 45434.0088195, 1994, 0.0, 120.5640029, 0, 127.800003, 0, 0, 0, 0, 41.2216033, -103.6001357, 1443.1421813, 0, 9.7263, 23.374, 
17:3:1, 46383.0088195, 2018, 0.0, 120.7080001, 0, 127.6920013, 0, 0, 0, 0, 41.2216033, -103.6003417, 1443.2831725, 0, 9.6829, 23.374, 
17:3:2, 47334.0093078, 2057, 0.0, 120.7440033, 0, 127.512001, 0, 0, 0, 0, 41.2216033, -103.6006927, 1443.4372253, 0, 9.7263, 23.374, 
17:3:3, 48280.0092926, 2092, 0.0, 120.8160018, 0, 127.3680038, 0, 0, 0, 0, 41.2216072, -103.6010055, 1443.5622253, 0, 9.7263, 23.374, 
17:3:4, 49233.0097808, 2154, 0.0, 120.600006, 0, 127.0800018, 0, 0, 0, 0, 41.2216072, -103.6015701, 1442.9281921, 0, 9.6829, 23.374, 
17:3:5, 50181.0078201, 2189, 0.0, 120.2760009, 0, 126.9000014, 0, 0, 0, 0, 41.2216072, -103.6018829, 1441.9722594, 0, 9.7263, 23.374, 
17:3:6, 51131.0080032, 2224, 0.0, 120.0600051, 0, 126.7560043, 0, 0, 0, 0, 41.221611, -103.6022033, 1441.3682555, 0, 9.7263, 23.374, 
17:3:7, 52087.0081787, 2286, 0.0, 119.8080062, 0, 126.4680023, 0, 0, 0, 0, 41.221611, -103.6027602, 1440.9692077, 0, 9.7263, 23.374, 
17:3:8, 53035.0083007, 2322, 0.0, 119.5920028, 0, 126.3240051, 0, 0, 0, 0, 41.221611, -103.6030807, 1440.6951598, 0, 9.7263, 23.374, 
17:3:10, 54681.0086059, 2399, 0.0, 118.6200027, 0, 125.5320053, 0, 0, 0, 0, 41.2216186, -103.6037826, 1440.4892272, 0, 9.7263, 23.1936, 
17:3:11, 55633.00885, 2444, 0.0, 119.6640014, 0, 124.9560012, 0, 0, 0, 0, 41.2216186, -103.6041793, 1440.8472595, 0, 9.7263, 23.374, 
17:3:12, 56580.0088195, 2487, 0.0, 118.9080047, 0, 124.3800048, 0, 0, 0, 0, 41.2216186, -103.6045684, 1441.5812683, 0, 9.7263, 23.1936, 
17:3:13, 57525.0093078, 2531, 0.0, 118.9440002, 0, 123.8040008, 0, 0, 0, 0, 41.2216186, -103.6049575, 1441.256195, 0, 9.6829, 23.374, 
17:3:14, 58470.0093078, 2557, 0.0, 118.5480041, 0, 123.4440002, 0, 0, 0, 0, 41.2216186, -103.6052016, 1441.1991882, 0, 9.6829, 23.374, 
17:3:15, 59421.0097961, 2600, 0.0, 119.1240005, 0, 122.8680038, 0, 0, 0, 0, 41.2216224, -103.6055907, 1441.138153, 0, 9.7263, 23.374, 
17:3:15, 60367.0117492, 2636, 0.0, 119.2320022, 0, 122.4000015, 0, 0, 0, 0, 41.2216262, -103.6059112, 1441.2792663, 0, 9.7263, 23.374, 
17:3:17, 61315.0119323, 2689, 0.0, 118.8360061, 0, 121.7160034, 0, 0, 0, 0, 41.2216262, -103.6063842, 1441.3632507, 0, 9.7263, 23.374, 
17:3:17, 62264.0121002, 2724, 0.0, 118.9440002, 0, 121.248001, 0, 0, 0, 0, 41.2216262, -103.6067046, 1441.4842223, 0, 9.7263, 23.374, 
17:3:18, 63209.0122222, 2758, 0.0, 118.512001, 0, 120.7799987, 0, 0, 0, 0, 41.2216262, -103.6070098, 1441.8582458, 0, 9.7263, 23.374, 
17:3:19, 64156.0124588, 2802, 0.0, 117.288002, 0, 120.2040023, 0, 0, 0, 0, 41.22163, -103.6074065, 1442.7912292, 0, 9.7263, 23.374, 
17:3:20, 65101.0127029, 2845, 0.0, 117.6119994, 0, 119.6280059, 0, 0, 0, 0, 41.22163, -103.607788, 1443.6122741, 0, 9.7263, 23.374, 
17:3:22, 66052.0126953, 2905, 0.0, 116.4960021, 0, 118.8360061, 0, 0, 0, 0, 41.2216262, -103.6083373, 1444.4532165, 0, 3.8149, 23.688, 
17:3:23, 67699.0132446, 2957, 0.0, 116.3520049, 0, 118.1520004, 0, 0, 0, 0, 41.2216262, -103.6087951, 1445.275238, 0, 3.9074, 23.2878, 
17:3:24, 68653.0132446, 3000, 0.0, 116.3520049, 0, 117.6119994, 0, 0, 0, 0, 41.2216262, -103.6091766, 1446.0782165, 0, 3.9074, 23.3607, 
17:3:24, 69598.0137023, 3034, 0.0, 116.5320053, 0, 117.1440048, 0, 0, 0, 0, 41.2216262, -103.6094894, 1446.6462096, 0, 3.9074, 23.581, 
17:3:26, 70547.0156555, 3102, 0.0, 116.2080001, 0, 116.2440032, 0, 0, 0, 0, 41.2216224, -103.6100997, 1447.9451598, 0, 3.9074, 23.2878, 
17:3:27, 71494.0158386, 3136, 0.0, 115.9920043, 0, 115.812004, 0, 0, 0, 0, 41.2216224, -103.6104049, 1449.0622253, 0, 3.9074, 23.1412, 
17:3:27, 72450.0160217, 3147, 0.0, 116.1360015, 0, 115.6679992, 0, 0, 0, 0, 41.2216224, -103.6105117, 1449.4971618, 0, 3.9074, 23.2146, 
17:3:28, 73396.0161437, 3195, 0.0, 116.1360015, 0, 115.0200042, 0, 0, 0, 0, 41.2216224, -103.6109466, 1450.9711608, 0, 3.9074, 23.1412, 
17:3:29, 74346.0163879, 3238, 0.0, 116.2800064, 0, 114.4440002, 0, 0, 0, 0, 41.2216224, -103.6113281, 1452.072235, 0, 3.9074, 23.2878, 
17:3:31, 75293.0166168, 3290, 0.0, 116.3160018, 0, 113.7960052, 0, 0, 0, 0, 41.2216224, -103.6117934, 1453.4312438, 0, 3.9074, 23.1412, 
17:3:32, 76240.0166168, 3332, 0.0, 116.4240035, 0, 113.2200012, 0, 0, 0, 0, 41.2216224, -103.6121749, 1454.5632019, 0, 3.9074, 23.1412, 
17:3:32, 77191.0170974, 3367, 0.0, 116.4240035, 0, 112.7520065, 0, 0, 0, 0, 41.2216224, -103.6124801, 1455.3611755, 0, 3.9074, 23.1412, 
17:3:33, 78136.0170974, 3401, 0.0, 116.5680007, 0, 112.3199996, 0, 0, 0, 0, 41.2216224, -103.6127853, 1456.2981872, 0, 3.9074, 23.2878, 
17:3:34, 79083.0175781, 3443, 0.0, 116.9280013, 0, 111.7440033, 0, 0, 0, 0, 41.2216186, -103.6131744, 1457.5791931, 0, 3.8912, 23.2146, 
17:3:35, 80029.0156249, 3484, 0.0, 117.6119994, 0, 111.2040023, 0, 0, 0, 0, 41.221611, -103.6135406, 1458.8022155, 0, 3.9074, 22.9111, 
17:3:37, 81698.0158691, 3565, 0.0, 117.9360046, 0, 110.1600036, 0, 0, 0, 0, 41.2215957, -103.6142654, 1461.025238, 0, 3.9074, 23.1412, 
17:3:38, 82646.0160522, 3616, 0.0, 118.3320007, 0, 109.4760055, 0, 0, 0, 0, 41.2215805, -103.6147308, 1462.138153, 0, 3.8912, 22.9948, 
17:3:39, 83592.0161437, 3646, 0.0, 118.3320007, 0, 109.0800018, 0, 0, 0, 0, 41.2215728, -103.6149902, 1462.7392273, 0, 3.9074, 23.1412, 
17:3:40, 84537.0163879, 3677, 0.0, 118.2600021, 0, 108.6480025, 0, 0, 0, 0, 41.221569, -103.6152801, 1463.3671569, 0, 3.9074, 23.1412, 
17:3:41, 85486.016632, 3706, 0.0, 118.223999, 0, 108.288002, 0, 0, 0, 0, 41.2215537, -103.6155395, 1464.0142517, 0, 3.9074, 23.2146, 
17:3:42, 86432.016632, 3764, 0.0, 118.1880035, 0, 107.5320053, 0, 0, 0, 0, 41.2215309, -103.6160506, 1465.4042663, 0, 3.9074, 23.1412, 
17:3:42, 87387.0171203, 3799, 0.0, 118.1880035, 0, 107.0640029, 0, 0, 0, 0, 41.2215156, -103.6163634, 1466.0972595, 0, 3.9074, 23.1412, 
17:3:43, 88332.0171203, 3843, 0.0, 118.3680038, 0, 106.4880065, 0, 0, 0, 0, 41.2214927, -103.6167602, 1466.9591979, 0, 3.9074, 23.1412, 
17:3:45, 89282.0175933, 3902, 0.0, 118.6920013, 0, 105.6960067, 0, 0, 0, 0, 41.2214584, -103.6173019, 1467.9722594, 0, 3.9074, 23.2146, 
17:3:46, 90230.0156402, 3947, 0.0, 119.3759994, 0, 105.1200027, 0, 0, 0, 0, 41.2214279, -103.6176986, 1468.6202087, 0, 3.8912, 23.1412, 
17:3:47, 91177.0158157, 3976, 0.0, 119.736, 0, 104.7240066, 0, 0, 0, 0, 41.2214088, -103.617958, 1469.1202087, 0, 3.8149, 23.2146, 
17:3:47, 92136.0159988, 4008, 0.0, 120.0600051, 0, 104.2919998, 0, 0, 0, 0, 41.2213821, -103.6182479, 1469.6841735, 0, 3.9074, 23.1412, 
17:3:48, 93083.0161132, 4025, 0.0, 120.2760009, 0, 104.076004, 0, 0, 0, 0, 41.2213706, -103.6184081, 1469.9742126, 0, 3.9074, 23.2146, 
17:3:49, 94030.0163574, 4084, 0.0, 120.8520049, 0, 103.2840042, 0, 0, 0, 0, 41.2213287, -103.6189422, 1470.7082214, 0, 3.8912, 23.1412, 
17:3:51, 95679.0166625, 4173, 0.0, 121.7160034, 0, 102.1320037, 0, 0, 0, 0, 41.2212562, -103.6197356, 1471.9942321, 0, 3.9244, 23.2878, 
17:3:52, 96630.0166625, 4199, 0.0, 121.788002, 0, 101.7720031, 0, 0, 0, 0, 41.2212295, -103.6199645, 1472.3632507, 0, 3.8912, 23.3607, 
17:3:53, 97576.0171203, 4247, 0.0, 122.0040054, 0, 101.1600036, 0, 0, 0, 0, 41.2211837, -103.6203994, 1472.9792174, 0, 3.9074, 23.1412, 
17:3:54, 98524.0171203, 4291, 0.0, 122.2200012, 0, 100.5480041, 0, 0, 0, 0, 41.2211418, -103.6207961, 1473.5402526, 0, 3.9244, 23.1412, 
17:3:54, 99472.0176086, 4339, 0.0, 122.4000015, 0, 99.9359969, 0, 0, 0, 0, 41.221096, -103.6212234, 1474.2602233, 0, 3.9074, 23.2878, 
17:3:56, 100421.023468, 4369, 0.0, 122.5080032, 0, 99.5399932, 0, 0, 0, 0, 41.2210655, -103.6214904, 1474.6352233, 0, 3.9074, 22.9948, 
17:3:57, 101367.0236511, 4434, 0.0, 122.6880035, 0, 98.6759948, 0, 0, 0, 0, 41.2210044, -103.6220779, 1475.6602477, 0, 3.9244, 23.1412, 
17:3:57, 102313.0238342, 4458, 0.0, 122.7600021, 0, 98.3519973, 0, 0, 0, 0, 41.2209815, -103.6222991, 1476.0152282, 0, 3.9074, 23.3607, 
17:3:58, 103362.0239562, 4497, 0.0, 123.1920013, 0, 97.8479995, 0, 0, 0, 0, 41.2209472, -103.6226348, 1476.5242614, 0, 3.8308, 23.581, 
