Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),Begin calibration... Waiting for calibration messages.Received message 1. Received message 2. Received message 3. Received message 4. Received message 5. Received message 6. Calibration complete! Offset is: 508 Hz. 
0:0:0, 8357.0014953, 0, 0.0, 0, 0, 0, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 9.8898, 26.9904, 
0:0:0, 9262.0019683, 0, 0.0, 0, 0, 0, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 9.8457, 27.2158,  GPS lost
0:0:0, 10162.0019607, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 9.8898, 26.9904, 
0:0:0, 11065.0021362, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 9.9715, 27.2158, 
0:0:0, 11969.0021972, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 9.8898, 27.2158, 
0:0:0, 12872.0023803, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 9.8898, 26.9904, 
0:0:0, 13780.0025024, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 9.8898, 27.2158, 
0:0:0, 14685.0027465, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, 0, 0, 0, 0, 0, 9.8898, 26.9904, 
0:0:0, 16240.0029449, 0, 0.0, 0, 24.3792609, 137.088005, 0, 0, 0, 124.9500045, 0, 0, 0, 0, 9.8898, 26.9904, 
0:0:0, 17148.0034255, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -279.300003, 0, 0, 0, 0, 9.8898, 27.2158, 
0:0:0, 18010.0034179, 0, 0.0, 0, 25.4786338, 137.088005, 0, 0, 0, 143.8500137, 0, 0, 0, 0, 9.8898, 26.9904, 
0:0:0, 18924.003479, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -303.4500427, 0, 0, 0, 0, 9.8898, 26.9904, 
0:0:0, 20457.0039367, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -412.6500243, 0, 0, 0, 0, 9.8898, 26.8301, 
0:0:0, 21020.0040893, 0, 0.0, 0, 32.9871139, 137.088005, 0, 0, 0, 238.3500213, 0, 0, 0, 0, 9.8898, 26.9904, 
0:0:0, 21895.0041503, 0, 0.0, 0, 34.7641677, 137.088005, 0, 0, 0, 13.6499995, 0, 0, 0, 0, 9.8898, 26.9904, 
0:0:0, 22731.0043334, 0, 0.0, 0, 36.1687164, 137.088005, 0, 0, 0, 10.5, 0, 0, 0, 0, 9.8898, 26.9904, 
0:0:0, 24293.0046539, 0, 0.0, 0, 40.5663185, 137.088005, 0, 0, 0, 21, 0, 0, 0, 0, 9.8898, 26.8301, 
0:0:0, 25001.0048828, 0, 0.0, 0, 43.1198387, 137.088005, 0, 0, 0, 24.1499996, 0, 0, 0, 0, 9.8898, 26.8301, 
0:0:0, 25661.0049438, 0, 0.0, 0, 46.1314926, 137.088005, 0, 0, 0, 30.4500007, 0, 0, 0, 0, 9.8898, 26.9904, 
