Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),Begin calibration... Waiting for calibration messages.Received message 1. Received message 2. Received message 3. Received message 4. Received message 5. Received message 6. Calibration complete! Offset is: 510 Hz. 
0:0:0, 8128.0014724, 0, 0.0, 0, 0, 0, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9244, 27.790, 
0:0:0, 9027.0019531, 0, 0.0, 0, 0, 0, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9074, 27.790, 
0:0:0, 9920.0020141, 0, 0.0, 0, 0, 0, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9244, 27.790,  GPS lost
0:0:0, 10813.0020141, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9244, 27.790, 
0:0:0, 11710.0021972, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9244, 27.790, 
0:0:0, 12607.0023803, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9244, 27.790, 
0:0:0, 13510.0024719, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9244, 27.790, 
0:0:0, 15258.0029449, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9244, 27.790, 
0:0:0, 16155.0029373, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9244, 27.790, 
0:0:0, 17052.0034179, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9244, 27.790, 
0:0:0, 17949.003479, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9244, 27.790, 
0:0:0, 18852.003479, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9244, 27.790, 
0:0:0, 19749.0039672, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9244, 27.790, 
0:0:0, 20646.0039672, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9244, 27.790, 
0:0:0, 21543.0041198, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9244, 27.790, 
0:0:0, 22440.0043029, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9244, 27.790, 
0:0:0, 24195.0046463, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9244, 27.790, 
0:0:0, 25092.0048828, 0, 0.0, 0, 0, 137.088005, 0, 0, 0, -1.0499999, 0, 0, 0, 0, 3.9244, 27.790, 
