Time (hh:mm:ss), Time (ms), Displacement (m), Sim Distance (m), GPS Speed (km/h), HallEff Speed (km/h), Target Speed (km/h), Sim Speed (km/h), Power (W), Cadence (rpm), Accel Force (N), Latitude (deg), Longitude (deg), Altitude (m), Heart Rate (bpm), Battery (V), Temperature (C),Begin calibration... Waiting for calibration messages.Calibration timed-out...Offset is set as default: 507 Hz GPS lost
0:0:0, 19466.0039367, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 24.7639, 
0:0:0, 20465.0039367, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 24.7639, 
0:0:0, 21466.0041198, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 24.9956, 
0:0:0, 22465.0043029, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 24.6062, 
0:0:0, 23465.004425, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 24.9956, 
0:0:0, 24465.0046691, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 24.7639, 
0:0:0, 25465.0049133, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 24.7639, 
0:0:0, 26466.0049133, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 24.7639, 
0:0:0, 27465.0054016, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 24.7639, 
0:0:0, 28465.0054016, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 24.7639, 
0:0:0, 29465.0058898, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 24.7639, 
0:0:0, 30465.0058898, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 24.9956, 
0:0:0, 31465.0060729, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 24.7639, 
0:0:0, 32464.0062561, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 24.7639, 
0:0:0, 33465.0063781, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 24.9956, 
0:0:0, 34465.0066223, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 9.7643, 24.7639, 
0:0:0, 35466.0068664, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 24.7639, 
0:0:0, 36465.0068664, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 24.7639, 
0:0:0, 37466.0073547, 8150, 0.0, 0, 0, 19.9799994, 0, 0, 0, 0, 0, 0, 0, 0, 9.8080, 24.7639, 
