Position,Height,Notes,,Distance Down Course,Pre-Course,Braking,Post-Catch,Elevation,,Course Start,34000
Feet,Feet,,,,,,,,,,
25550,4761.3,,,,2575.56,,,1451.24424,,,
25600,4761.8,,,,2560.32,,,1451.39664,,,
25650,4762,,,,2545.08,,,1451.4576,,,
25700,4762.3,,,,2529.84,,,1451.54904,,,
25750,4762.9,,,,2514.6,,,1451.73192,,,
25800,4762.9,,,,2499.36,,,1451.73192,,,
25850,4763.3,,,,2484.12,,,1451.85384,,,
25900,4763.6,,,,2468.88,,,1451.94528,,,
25950,4763.8,,,,2453.64,,,1452.00624,,,
26000,4764.3,,,,2438.4,,,1452.15864,,,
26050,4764.6,,,,2423.16,,,1452.25008,,,
26100,4765,,,,2407.92,,,1452.372,,,
26150,4765.3,,,,2392.68,,,1452.46344,,,
26200,4765.7,,,,2377.44,,,1452.58536,,,
26250,4766,,,,2362.2,,,1452.6768,,,
26300,4766.4,,,,2346.96,,,1452.79872,,,
26350,4766.7,,,,2331.72,,,1452.89016,,,
26400,4767,,,,2316.48,,,1452.9816,,,
26450,4767.3,,,,2301.24,,,1453.07304,,,
26500,4767.7,,,,2286,,,1453.19496,,,
26550,4768,,,,2270.76,,,1453.2864,,,
26600,4768.4,,,,2255.52,,,1453.40832,,,
26650,4768.9,,,,2240.28,,,1453.56072,,,
26700,4769.1,,,,2225.04,,,1453.62168,,,
26750,4769.4,,,,2209.8,,,1453.71312,,,
26800,4769.7,,,,2194.56,,,1453.80456,,,
26850,4770,,,,2179.32,,,1453.896,,,
26900,4770.3,,,,2164.08,,,1453.98744,,,
26950,4770.5,,,,2148.84,,,1454.0484,,,
27000,4770.6,,,,2133.6,,,1454.07888,,,
27050,4770.8,,,,2118.36,,,1454.13984,,,
27100,4771,,,,2103.12,,,1454.2008,,,
27150,4771.2,,,,2087.88,,,1454.26176,,,
27200,4771.3,,,,2072.64,,,1454.29224,,,
27250,4771.5,,,,2057.4,,,1454.3532,,,
27300,4771.7,,,,2042.16,,,1454.41416,,,
27350,4771.8,,,,2026.92,,,1454.44464,,,
27400,4772,,,,2011.68,,,1454.5056,,,
27450,4772.1,,,,1996.44,,,1454.53608,,,
27500,4772.3,,,,1981.2,,,1454.59704,,,
27550,4772.4,,,,1965.96,,,1454.62752,,,
27600,4772.6,,,,1950.72,,,1454.68848,,,
27650,4772.8,,,,1935.48,,,1454.74944,,,
27700,4773,,,,1920.24,,,1454.8104,,,
27750,4773.2,,,,1905,,,1454.87136,,,
27800,4773.4,,,,1889.76,,,1454.93232,,,
27850,4773.7,,,,1874.52,,,1455.02376,,,
27900,4774,,,,1859.28,,,1455.1152,,,
27950,4774.2,,,,1844.04,,,1455.17616,,,
28000,4774.6,,,,1828.8,,,1455.29808,,,
28050,4774.9,,,,1813.56,,,1455.38952,,,
28100,4775.2,,,,1798.32,,,1455.48096,,,
28150,4775.6,,,,1783.08,,,1455.60288,,,
28200,4775.9,,,,1767.84,,,1455.69432,,,
28250,4776.2,,,,1752.6,,,1455.78576,,,
28300,4776.5,,,,1737.36,,,1455.8772,,,
28350,4776.8,,,,1722.12,,,1455.96864,,,
28400,4777.2,,,,1706.88,,,1456.09056,,,
28450,4777.5,,,,1691.64,,,1456.182,,,
28500,4777.9,,,,1676.4,,,1456.30392,,,
28550,4778.3,,,,1661.16,,,1456.42584,,,
28600,4778.6,,,,1645.92,,,1456.51728,,,
28650,4778.9,,,,1630.68,,,1456.60872,,,
28700,4779.3,,,,1615.44,,,1456.73064,,,
28750,4779.6,,,,1600.2,,,1456.82208,,,
28800,4779.9,,,,1584.96,,,1456.91352,,,
28850,4780.1,,,,1569.72,,,1456.97448,,,
28900,4780.4,,,,1554.48,,,1457.06592,,,
28950,4780.7,,,,1539.24,,,1457.15736,,,
29000,4780.9,,,,1524,,,1457.21832,,,
29050,4781.1,,,,1508.76,,,1457.27928,,,
29100,4781.3,,,,1493.52,,,1457.34024,,,
29150,4781.5,,,,1478.28,,,1457.4012,,,
29200,4781.8,,,,1463.04,,,1457.49264,,,
29250,4782,,,,1447.8,,,1457.5536,,,
29300,4782.3,,,,1432.56,,,1457.64504,,,
29350,4782.5,,,,1417.32,,,1457.706,,,
29400,4782.8,,,,1402.08,,,1457.79744,,,
29450,4783.1,,,,1386.84,,,1457.88888,,,
29500,4783.3,,,,1371.6,,,1457.94984,,,
29550,4783.6,,,,1356.36,,,1458.04128,,,
29600,4783.9,,,,1341.12,,,1458.13272,,,
29650,4784.2,,,,1325.88,,,1458.22416,,,
29700,4784.4,,,,1310.64,,,1458.28512,,,
29750,4784.7,,,,1295.4,,,1458.37656,,,
29800,4784.9,,,,1280.16,,,1458.43752,,,
29850,4785.3,,,,1264.92,,,1458.55944,,,
29900,4785.6,,,,1249.68,,,1458.65088,,,
29950,4785.9,,,,1234.44,,,1458.74232,,,
30000,4786.3,,,,1219.2,,,1458.86424,,,
30050,4786.6,,,,1203.96,,,1458.95568,,,
30100,4786.9,,,,1188.72,,,1459.04712,,,
30150,4787.3,,,,1173.48,,,1459.16904,,,
30200,4787.6,,,,1158.24,,,1459.26048,,,
30250,4788,,,,1143,,,1459.3824,,,
30300,4788.3,,,,1127.76,,,1459.47384,,,
30350,4788.7,,,,1112.52,,,1459.59576,,,
30400,4789.1,,,,1097.28,,,1459.71768,,,
30450,4789.5,,,,1082.04,,,1459.8396,,,
30500,4789.9,,,,1066.8,,,1459.96152,,,
30550,4790.3,,,,1051.56,,,1460.08344,,,
30600,4790.7,,,,1036.32,,,1460.20536,,,
30650,4791,,,,1021.08,,,1460.2968,,,
30700,4791.4,,,,1005.84,,,1460.41872,,,
30750,4791.8,,,,990.6,,,1460.54064,,,
30800,4792.2,,,,975.36,,,1460.66256,,,
30850,4792.4,,,,960.12,,,1460.72352,,,
30900,4792.7,,,,944.88,,,1460.81496,,,
30950,4793,,,,929.64,,,1460.9064,,,
31000,4793.2,,,,914.4,,,1460.96736,,,
31050,4793.4,,,,899.16,,,1461.02832,,,
31100,4793.6,,,,883.92,,,1461.08928,,,
31150,4793.7,,,,868.68,,,1461.11976,,,
31200,4793.9,,,,853.44,,,1461.18072,,,
31250,4794.1,,,,838.2,,,1461.24168,,,
31300,4794.3,,,,822.96,,,1461.30264,,,
31350,4794.5,,,,807.72,,,1461.3636,,,
31400,4794.7,,,,792.48,,,1461.42456,,,
31450,4794.9,,,,777.24,,,1461.48552,,,
31500,4795.1,,,,762,,,1461.54648,,,
31550,4795.4,,,,746.76,,,1461.63792,,,
31600,4795.7,,,,731.52,,,1461.72936,,,
31650,4796,,,,716.28,,,1461.8208,,,
31700,4796.4,,,,701.04,,,1461.94272,,,
31750,4796.8,,,,685.8,,,1462.06464,,,
31800,4797.1,,,,670.56,,,1462.15608,,,
31850,4797.6,,,,655.32,,,1462.30848,,,
31900,4798.1,,,,640.08,,,1462.46088,,,
31950,4798.6,,,,624.84,,,1462.61328,,,
32000,4799.1,,,,609.6,,,1462.76568,,,
32050,4799.6,,,,594.36,,,1462.91808,,,
32100,4800.2,,,,579.12,,,1463.10096,,,
32150,4800.7,,,,563.88,,,1463.25336,,,
32200,4801.3,,,,548.64,,,1463.43624,,,
32250,4802,,,,533.4,,,1463.6496,,,
32300,4802.7,,,,518.16,,,1463.86296,,,
32350,4803.4,,,,502.92,,,1464.07632,,,
32400,4804.1,,,,487.68,,,1464.28968,,,
32450,4804.8,,,,472.44,,,1464.50304,,,
32500,4805.6,,,,457.2,,,1464.74688,,,
32550,4806.3,,,,441.96,,,1464.96024,,,
32600,4807.1,,,,426.72,,,1465.20408,,,
32650,4807.8,,,,411.48,,,1465.41744,,,
32700,4808.5,,,,396.24,,,1465.6308,,,
32750,4809.2,,,,381,,,1465.84416,,,
32800,4809.9,,,,365.76,,,1466.05752,,,
32850,4810.7,,,,350.52,,,1466.30136,,,
32900,4811.4,,,,335.28,,,1466.51472,,,
32950,4812.1,,,,320.04,,,1466.72808,,,
33000,4812.9,,,,304.8,,,1466.97192,,,
33050,4813.7,,,,289.56,,,1467.21576,,,
33100,4814.5,,,,274.32,,,1467.4596,,,
33150,4815.3,,,,259.08,,,1467.70344,,,
33200,4816.1,,,,243.84,,,1467.94728,,,
33250,4816.8,,,,228.6,,,1468.16064,,,
33300,4817.6,,,,213.36,,,1468.40448,,,
33350,4818.4,,,,198.12,,,1468.64832,,,
33400,4819,,,,182.88,,,1468.8312,,,
33450,4819.5,,,,167.64,,,1468.9836,,,
33500,4820.1,,,,152.4,,,1469.16648,,,
33550,4820.7,,,,137.16,,,1469.34936,,,
33600,4821.2,,,,121.92,,,1469.50176,,,
33650,4821.7,,,,106.68,,,1469.65416,,,
33700,4822.3,,,,91.44,,,1469.83704,,,
33750,4822.8,,,,76.2,,,1469.98944,,,
33800,4823.3,,,,60.96,,,1470.14184,,,
33850,4823.8,,,,45.72,,,1470.29424,,,
33900,4824.3,,,,30.48,,,1470.44664,,,
33950,4824.8,,,,15.24,,,1470.59904,,,
34000,4825.3,Start of Course,,0,,,,1470.75144,,,
34050,4825.7,,,-15.24,,,,1470.87336,,,
34100,4826.1,,,-30.48,,,,1470.99528,,,
34150,4826.6,,,-45.72,,,,1471.14768,,,
34200,4827.1,,,-60.96,,,,1471.30008,,,
34250,4827.6,,,-76.2,,,,1471.45248,,,
34300,4828.2,,,-91.44,,,,1471.63536,,,
34350,4828.7,,,-106.68,,,,1471.78776,,,
34400,4829.2,,,-121.92,,,,1471.94016,,,
34450,4829.7,,,-137.16,,,,1472.09256,,,
34500,4830.1,,,-152.4,,,,1472.21448,,,
34550,4830.6,,,-167.64,,,,1472.36688,,,
34600,4831.1,,,-182.88,,,,1472.51928,,,
34650,4831.6,,,-198.12,,,,1472.67168,,,
34700,4832.1,,,-213.36,,,,1472.82408,,,
34750,4832.6,,,-228.6,,,,1472.97648,,,
34800,4833.1,,,-243.84,,,,1473.12888,,,
34850,4833.6,,,-259.08,,,,1473.28128,,,
34900,4834.1,,,-274.32,,,,1473.43368,,,
34950,4834.6,,,-289.56,,,,1473.58608,,,
35000,4835.1,,,-304.8,,,,1473.73848,,,
35050,4835.5,,,-320.04,,,,1473.8604,,,
35100,4835.9,,,-335.28,,,,1473.98232,,,
35150,4836.3,,,-350.52,,,,1474.10424,,,
35200,4836.7,,,-365.76,,,,1474.22616,,,
35250,4837,,,-381,,,,1474.3176,,,
35300,4837.3,,,-396.24,,,,1474.40904,,,
35350,4837.5,,,-411.48,,,,1474.47,,,
